score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year,archive_identifier,source_group,downloads
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet16newy),Various,https://archive.org/download/preacherscomplet16newy/preacherscomplet16newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet16newy,Preacher Homiletical,1340
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet19newy),Various,https://archive.org/download/preacherscomplet19newy/preacherscomplet19newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet19newy,Preacher Homiletical,1335
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet05newy),Various,https://archive.org/download/preacherscomplet05newy/preacherscomplet05newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet05newy,Preacher Homiletical,1276
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet04newy),Various,https://archive.org/download/preacherscomplet04newy/preacherscomplet04newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet04newy,Preacher Homiletical,1267
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet17newy),Various,https://archive.org/download/preacherscomplet17newy/preacherscomplet17newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet17newy,Preacher Homiletical,1216
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet21newy),Various,https://archive.org/download/preacherscomplet21newy/preacherscomplet21newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet21newy,Preacher Homiletical,1178
120,The pulpit commentary (cu31924101105041),"Spence-Jones, H. D. M. (Henry Donald Maurice), 1836-1917",https://archive.org/download/cu31924101105041/cu31924101105041_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1890,cu31924101105041,Pulpit Commentary,1144
120,The Preacher's complete homiletical commentary on the Old Testament : (on an original plan) (preacherscomple00unkngoog),Various,https://archive.org/download/preacherscomple00unkngoog/preacherscomple00unkngoog_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomple00unkngoog,Preacher Homiletical,1117
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet18newy),Various,https://archive.org/download/preacherscomplet18newy/preacherscomplet18newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet18newy,Preacher Homiletical,1095
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0027unse),Various,https://archive.org/download/preacherscomplet0027unse/preacherscomplet0027unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0027unse,Preacher Homiletical,757
120,The pulpit commentary (pulpitcommentar00unkngoog),"Spence-Jones, Henry Donald Maurice, Dean of Gloucester, formerly Spence",https://archive.org/download/pulpitcommentar00unkngoog/pulpitcommentar00unkngoog_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1880,pulpitcommentar00unkngoog,Pulpit Commentary,705
120,The Pulpit Commentary (1897) (in.ernet.dli.2015.1256),Spence Very Rev. H. D. M.,https://archive.org/download/in.ernet.dli.2015.1256/in.ernet.dli.2015.1256_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1897,in.ernet.dli.2015.1256,Pulpit Commentary,641
120,The pulpit commentary (pulpitcommentar03unkngoog),"Spence-Jones, Henry Donald Maurice, Dean of Gloucester, formerly Spence",https://archive.org/download/pulpitcommentar03unkngoog/pulpitcommentar03unkngoog_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1880,pulpitcommentar03unkngoog,Pulpit Commentary,422
120,The Pulpit Commentary (1897) (in.ernet.dli.2015.236846),Spence Very Rev. H. D. M.,https://archive.org/download/in.ernet.dli.2015.236846/in.ernet.dli.2015.236846_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1897,in.ernet.dli.2015.236846,Pulpit Commentary,410
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse),Various,https://archive.org/download/preacherscomplet0000unse/preacherscomplet0000unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse,Preacher Homiletical,353
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0017unse),Various,https://archive.org/download/preacherscomplet0017unse/preacherscomplet0017unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0017unse,Preacher Homiletical,283
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_p8e6),Various,https://archive.org/download/preacherscomplet0000unse_p8e6/preacherscomplet0000unse_p8e6_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_p8e6,Preacher Homiletical,256
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_d2p5),Various,https://archive.org/download/preacherscomplet0000unse_d2p5/preacherscomplet0000unse_d2p5_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_d2p5,Preacher Homiletical,252
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0007unse),Various,https://archive.org/download/preacherscomplet0007unse/preacherscomplet0007unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0007unse,Preacher Homiletical,238
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0028unse),Various,https://archive.org/download/preacherscomplet0028unse/preacherscomplet0028unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0028unse,Preacher Homiletical,236
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0025unse),Various,https://archive.org/download/preacherscomplet0025unse/preacherscomplet0025unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0025unse,Preacher Homiletical,232
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_n6o2),Various,https://archive.org/download/preacherscomplet0000unse_n6o2/preacherscomplet0000unse_n6o2_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_n6o2,Preacher Homiletical,229
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_m6k7),Various,https://archive.org/download/preacherscomplet0000unse_m6k7/preacherscomplet0000unse_m6k7_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_m6k7,Preacher Homiletical,227
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0001unse),Various,https://archive.org/download/preacherscomplet0001unse/preacherscomplet0001unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0001unse,Preacher Homiletical,225
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0003unse),Various,https://archive.org/download/preacherscomplet0003unse/preacherscomplet0003unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0003unse,Preacher Homiletical,215
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_f2q2),Various,https://archive.org/download/preacherscomplet0000unse_f2q2/preacherscomplet0000unse_f2q2_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_f2q2,Preacher Homiletical,208
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0002unse_k5l1),Various,https://archive.org/download/preacherscomplet0002unse_k5l1/preacherscomplet0002unse_k5l1_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0002unse_k5l1,Preacher Homiletical,202
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0030unse),Various,https://archive.org/download/preacherscomplet0030unse/preacherscomplet0030unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0030unse,Preacher Homiletical,201
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0001unse_a6f3),Various,https://archive.org/download/preacherscomplet0001unse_a6f3/preacherscomplet0001unse_a6f3_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0001unse_a6f3,Preacher Homiletical,200
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_b9a0),Various,https://archive.org/download/preacherscomplet0000unse_b9a0/preacherscomplet0000unse_b9a0_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_b9a0,Preacher Homiletical,197
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0004unse_g8o8),Various,https://archive.org/download/preacherscomplet0004unse_g8o8/preacherscomplet0004unse_g8o8_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0004unse_g8o8,Preacher Homiletical,197
120,THE PULPIT COMMENTARY: JEREMIAH & LAMENTATIONS (pulpitcommentary0011jose),Joseph S (editors) Spence H D M & Excell,https://archive.org/download/pulpitcommentary0011jose/pulpitcommentary0011jose_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1906,pulpitcommentary0011jose,Pulpit Commentary,196
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0001unse_j9h0),Various,https://archive.org/download/preacherscomplet0001unse_j9h0/preacherscomplet0001unse_j9h0_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0001unse_j9h0,Preacher Homiletical,187
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0014unse),Various,https://archive.org/download/preacherscomplet0014unse/preacherscomplet0014unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0014unse,Preacher Homiletical,187
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0002unse),Various,https://archive.org/download/preacherscomplet0002unse/preacherscomplet0002unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0002unse,Preacher Homiletical,176
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0013unse),Various,https://archive.org/download/preacherscomplet0013unse/preacherscomplet0013unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0013unse,Preacher Homiletical,172
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0026unse),Various,https://archive.org/download/preacherscomplet0026unse/preacherscomplet0026unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0026unse,Preacher Homiletical,171
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0005unse_c6m2),Various,https://archive.org/download/preacherscomplet0005unse_c6m2/preacherscomplet0005unse_c6m2_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0005unse_c6m2,Preacher Homiletical,170
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0000unse_s2b1),Various,https://archive.org/download/preacherscomplet0000unse_s2b1/preacherscomplet0000unse_s2b1_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000unse_s2b1,Preacher Homiletical,169
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0012unse),Various,https://archive.org/download/preacherscomplet0012unse/preacherscomplet0012unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0012unse,Preacher Homiletical,167
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0009unse),Various,https://archive.org/download/preacherscomplet0009unse/preacherscomplet0009unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0009unse,Preacher Homiletical,166
120,The Preacher's complete homiletical commentary on the Bible (preacherscomplet0031unse),Various,https://archive.org/download/preacherscomplet0031unse/preacherscomplet0031unse_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0031unse,Preacher Homiletical,161
120,"The Pulpit Commentary 36, St. Mark Vol. II (The Pulpit Commentary) (pulpitcommentary0002revh)","Rev. H. D. M. Spence, D.D., Rev. Joseph S. Exell, M.A.",https://archive.org/download/pulpitcommentary0002revh/pulpitcommentary0002revh_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0002revh,Pulpit Commentary,148
120,"The Preacher's Complete Homiletical Commentary on the Old Testament With Critical and Explanatory Notes, Indices: Chronicles, Ez (preacherscomplet0000jame)","James Wolfendale, William Jones, W. H. Booth, J. H. Goodman, S. Gregory",https://archive.org/download/preacherscomplet0000jame/preacherscomplet0000jame_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet0000jame,Preacher Homiletical,102
120,"The Pulpit Commentary, Isaiah, Volume I (pulpitcommentary0001edit)",Edited By the Very Rev. H.D.M. Spence & By the Rev,https://archive.org/download/pulpitcommentary0001edit/pulpitcommentary0001edit_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0001edit,Pulpit Commentary,90
120,AN INDEX TO THE PREACHER'S COMPLETE HOMILETICAL COMMENTARY ON THE NEW TESTAMENT,Various,https://archive.org/download/indextopreachers0000unse_o3x3/indextopreachers0000unse_o3x3_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1896,indextopreachers0000unse_o3x3,Preacher Homiletical,74
120,"The Pulpit Commentary 38, St. Luke Vol. II (The Pulpit Commentary) (pulpitcommentary0000revh_y2l7)","Rev. H. D. M. Spence, D.D., Rev. Joseph S. Exell, M.A.",https://archive.org/download/pulpitcommentary0000revh_y2l7/pulpitcommentary0000revh_y2l7_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0000revh_y2l7,Pulpit Commentary,71
120,The Pulpit Commentary: Ecclesiastes (pulpitcommentary0000jose),Joseph S. Exell H. D. M. Spence,https://archive.org/download/pulpitcommentary0000jose/pulpitcommentary0000jose_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1913,pulpitcommentary0000jose,Pulpit Commentary,69
115,Catechism on Modernism according to the encyclical 'Pascendi dominici gregis' of his Holiness Pius X,"Lemius, Jean Baptiste, 1851-1938; Fitzpatrick, John, 1859-1929",https://archive.org/download/catechismonmoder00lemiuoft/catechismonmoder00lemiuoft_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation.",1908,catechismonmoder00lemiuoft,Prayer Revival,10402
95,"History of Randolph County, Indiana with illustrations and biographical sketches of some of its prominent men and pioneers : to which are appended maps of its several townships","Tucker, Ebenezer",https://archive.org/download/historyofrandolp00tuck/historyofrandolp00tuck_djvu.txt,Missions,Preaching and Teaching Helps,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain missions biography or missions-history resource for devotional reading and teaching illustrations. OCR text should be spot-checked before quotation.,1882,historyofrandolp00tuck,Preaching Teaching,20368
95,"Tree and serpent worship, or, Illustrations of mythology and art in India in the first and fourth centuries after Christ : from the sculptures of the Buddhist topes at Sanchi and Amravati","Fergusson, James, 1808-1886; Waterhouse, James S., 1842-1922, photographer; Griggs, William, 1832-1911, lithographer, photographer; Great Britain. India Office; W.H. Allen & Co., publisher; Eyre & Spottiswoode, printer",https://archive.org/download/gri_33125010818173/gri_33125010818173_djvu.txt,Missions,Preaching and Teaching Helps,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain missions biography or missions-history resource for devotional reading and teaching illustrations. OCR text should be spot-checked before quotation.,1868,gri_33125010818173,Preaching Teaching,14263
90,"Life and labors of Charles H. Spurgeon: the faithful preacher, the devoted pastor, the noble philanthropist, the beloved college president, and the voluminous writer, author, etc., etc.","Needham, Geo. C. (George Carter)",https://archive.org/download/lifelaborsofchar00inneed/lifelaborsofchar00inneed_djvu.txt,Prayer,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1884,lifelaborsofchar00inneed,Spurgeon,4065
