score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
283,The Gospel of St. Mark,Alexander Maclaren,https://archive.org/download/bwb_KV-420-969/bwb_KV-420-969_djvu.txt,Bible study helps,Maclaren Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1893
282,Christ in the Heart,Alexander Maclaren,https://archive.org/download/christinheart0000alex/christinheart0000alex_djvu.txt,Bible study helps,Maclaren Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1902
281,Triumphant Certainties and Other Sermons,Alexander Maclaren,https://archive.org/download/triumphantcertai0000alex_h3h0/triumphantcertai0000alex_h3h0_djvu.txt,Preaching & Teaching,Maclaren Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1902
280,sermons preaached in manchester,alexander maclaren,https://archive.org/download/sermonspreaached0000alex/sermonspreaached0000alex_djvu.txt,Preaching & Teaching,Maclaren Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1905
279,Triumphant certaintles and other sermons,Alexander Maclaren,https://archive.org/download/triumphantcertai0000alex_m7p5/triumphantcertai0000alex_m7p5_djvu.txt,Preaching & Teaching,Maclaren Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1902
278,"Come, & welcome, to Jesus Christ, or, A plain and profitable discourse upon the sixth of John ...",John Bunyan,https://archive.org/download/comewelcometoje00bunygoog/comewelcometoje00bunygoog_djvu.txt,Bible study helps,Bunyan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1798
277,"The holy war, made by Shaddai upon Diabolus",John Bunyan,https://archive.org/download/holywarmadebysh01bunygoog/holywarmadebysh01bunygoog_djvu.txt,Christian Living,Bunyan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1752
276,"The Doctrine of the Law and Grace Unfolded: Or, a Discourse Touching the Law and Grace. ... By ...",John Bunyan,https://archive.org/download/doctrinelawandg00bunygoog/doctrinelawandg00bunygoog_djvu.txt,Bible study helps,Bunyan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1708
275,"The Holy War Made by King Shaddai Upon Diabolus, for the Regaining of the ...",John Bunyan,https://archive.org/download/holywarmadebyki00bunygoog/holywarmadebyki00bunygoog_djvu.txt,Christian Living,Bunyan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1848
274,"A Collection of Sermons and Tracts ...: To which are Prefixed, Memoirs of the Life, Writing, and ...",John Gill,https://archive.org/download/acollectionserm01gillgoog/acollectionserm01gillgoog_djvu.txt,Preaching & Teaching,Historic Baptist Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1773
273,John Gill's Commentary On The Whole Bible,John Gill,https://archive.org/download/john-gills-commentary-on-the-whole-bible/John%20Gill's%20Commentary%20on%20the%20Whole%20Bible_djvu.txt,Commentaries,Historic Baptist Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1763
272,"Collection of Hymns for Social Worship,: More Particularly Design'd for the Use of the ...",George Whitefield,https://archive.org/download/collectionhymns00whitgoog/collectionhymns00whitgoog_djvu.txt,Christian Living,Great Awakening Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1785
271,Eighteen Sermons,George Whitefield,https://archive.org/download/eighteensermons00whitgoog/eighteensermons00whitgoog_djvu.txt,Preaching & Teaching,Great Awakening Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1809
270,"A collection of hymns, for the use of the people called Methodists. With a new suppl. Ed. with tunes",John Wesley,https://archive.org/download/acollectionhymn02weslgoog/acollectionhymn02weslgoog_djvu.txt,Christian Living,Wesley Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1877
269,"Logic: With a Variety of Rules to Guard Against Error, in the Affairs of Religion and Human Life ...",Isaac Watts,https://archive.org/download/logicwithavarie00wattgoog/logicwithavarie00wattgoog_djvu.txt,Christian Living,Hymns and Worship,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1809
268,The Second Advent of Christ Premillennial: A Reply to the Rev. D. Brown,William Kelly,https://archive.org/download/secondadventchr00kellgoog/secondadventchr00kellgoog_djvu.txt,Bible study helps,William Kelly Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1868
267,"Preaching to the Spirits in Prison, I Peter, 3",William Kelly,https://archive.org/download/preachingtospir00kellgoog/preachingtospir00kellgoog_djvu.txt,Preaching & Teaching,William Kelly Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1900
266,"Christ & the seven Churches; or, Remarks on the first three chapters of the book of Revelation",William Kelly,https://archive.org/download/christsevenchur00kellgoog/christsevenchur00kellgoog_djvu.txt,Bible study helps,William Kelly Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1868
265,"The Lord's prophecy on Olivet in Matthew 24,25",William Kelly,https://archive.org/download/lordsprophecyon00kellgoog/lordsprophecyon00kellgoog_djvu.txt,Christian Living,William Kelly Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1903
264,Notes of the Book of Daniel,William Kelly,https://archive.org/download/bwb_S0-AVH-962/bwb_S0-AVH-962_djvu.txt,Christian Living,William Kelly Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1897
263,"The Day of War—The Day of God, The Westminster Pulpit, A Sermon by Dr. G. Campbell Morgan, Vol. 9, No. 32, August 7th, 1914",G. Campbell Morgan,https://archive.org/download/the-day-of-war-the-day-of-god-the-westminster-pulpit-a-sermon-by-dr.-g.-campbell/The%20Day%20of%20War%E2%80%94The%20Day%20of%20God%2C%20The%20Westminster%20Pulpit%2C%20A%20Sermon%20by%20Dr.%20G.%20Campbell%20Morgan%2C%20Vol.%209%2C%20No.%2032%2C%20August%207th%2C%201914_djvu.txt,Preaching & Teaching,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1914
262,The Prophecy of Isaiah,G. Campbell Morgan,https://archive.org/download/bwb_T3-BNU-741_1/bwb_T3-BNU-741_1_djvu.txt,Christian Living,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1910
261,God's Methos with Man,G. Campbell Morgan,https://archive.org/download/bwb_S0-ASY-791/bwb_S0-ASY-791_djvu.txt,Christian Living,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1898
260,"The Life of Faith in the Day of Calamity, The Westminster Pulpit, A Sermon by Dr. G. Campbell Morgan, Vol. 9, No. 33, August 14th, 1914",G. Campbell Morgan,https://archive.org/download/the-life-of-faith-in-the-day-of-calamity-the-westminster-pulpit-a-sermon-by-dr.-/The%20Life%20of%20Faith%20in%20the%20Day%20of%20Calamity%2C%20The%20Westminster%20Pulpit%2C%20A%20Sermon%20by%20Dr.%20G.%20Campbell%20Morgan%2C%20Vol.%209%2C%20No.%2033%2C%20August%2014th%2C%201914_djvu.txt,Preaching & Teaching,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1914
259,the gospel according to mark,g. campbell morgan,https://archive.org/download/bwb_S0-BFI-169/bwb_S0-BFI-169_djvu.txt,Bible study helps,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
258,The Analysed Bible : Job to Malachi,G. Campbell Morgan,https://archive.org/download/bwb_T3-BNU-740/bwb_T3-BNU-740_djvu.txt,Bible study helps,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1908
257,"Christian principles,",G. Campbell Morgan,https://archive.org/download/christianprincip0000gcam/christianprincip0000gcam_djvu.txt,Bible study helps,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1908
256,The Gospel Acccording To Mark,G. Campbell Morgan,https://archive.org/download/gospelacccording0000gcam/gospelacccording0000gcam_djvu.txt,Bible study helps,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
255,The Gospel Acording to Mark,G. Campbell Morgan,https://archive.org/download/gospelacordingto0000gcam/gospelacordingto0000gcam_djvu.txt,Bible study helps,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
254,Matthew Henry's Concise Commentary on the Bible,Matthew Henry,https://archive.org/download/MatthewHenrysConciseCommentaryOnTheBible1706/Matthew%20Henry's%20Concise%20Commentary%20on%20the%20Bible%20(1706)_djvu.txt,Commentaries,Matthew Henry Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1706
253,"An Account of the Life and Death of Mr. Philip Henry, Minister of the Gospel, Near Whitchurch in ...",Matthew Henry,https://archive.org/download/anaccountlifean00henrgoog/anaccountlifean00henrgoog_djvu.txt,Bible study helps,Matthew Henry Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1712
252,An exposition of the Old and New Testament : with practical remarks and observations,Matthew Henry,https://archive.org/download/AnExpositionOfTheOldAndNewTestamentWithPracticalRemarksAnd/expositionofont1860vol03_djvu.txt,Commentaries,Matthew Henry Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1860
251,Matthew Henry's Concise Bible Commentary,Matthew Henry,https://archive.org/download/matthew-henrys-concise-bible-commentary-ellen-g-white-estate/MHBC%20-%20Matthew%20Henry's%20Concise%20Bible%20Commentary_djvu.txt,Commentaries,Matthew Henry Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1834
250,"Notes, Explanatory and Practical, on the Gospels: Designed for Sunday School ...",Albert Barnes,https://archive.org/download/notesexplanator27barngoog/notesexplanator27barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1863
249,Questions on the four Gospels,Albert Barnes,https://archive.org/download/questionsonfour00barngoog/questionsonfour00barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1842
248,Barnes' Notes - Psalms Vol. 1,Albert Barnes,https://archive.org/download/19.1-psalms-vol.-1/19.1%20Psalms%20Vol.1_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1847
247,"Notes, Explanatory and Practical on the Gospels",Albert Barnes,https://archive.org/download/notesexplanator20barngoog/notesexplanator20barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1847
246,Questions on the Historical Books of the New Testament,Albert Barnes,https://archive.org/download/questionsonhist00barngoog/questionsonhist00barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1831
245,Practical sermons: designed for congregations and families,Albert Barnes,https://archive.org/download/practicalsermon01barngoog/practicalsermon01barngoog_djvu.txt,Preaching & Teaching,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1854
244,"Notes on the Gospels, condensed from the Amer. ed. revised by S. Green",Albert Barnes,https://archive.org/download/notesongospelsc01barngoog/notesongospelsc01barngoog_djvu.txt,Commentaries,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1851
243,"A letter to a preacher on his entrance into the work of the ministry, also ...",Adam Clarke,https://archive.org/download/alettertoapreac00clargoog/alettertoapreac00clargoog_djvu.txt,Preaching & Teaching,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1868
242,"Holy Bible containing the Old and New Testaments according to the authorised version...the parallel passages of Scott, Canne, Brown, Adam Clarke and the English version of Bagster's polyglot Bible...philological and explanatory notes",adam clarke,https://archive.org/download/holybiblecontain0000unse_u6t6/holybiblecontain0000unse_u6t6_djvu.txt,Bible study helps,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1828
241,The New Testament of Our Lord and Saviour Jesus Christ,Adam Clarke,https://archive.org/download/newtestamentofou0002adam/newtestamentofou0002adam_djvu.txt,Bible study helps,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1826
240,the comprehensive bible concordance,adam clarke,https://archive.org/download/bwb_C0-AVM-144/bwb_C0-AVM-144_djvu.txt,Bible study helps,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1846
239,The Holy Bible containing The Old and New Testament,Adam Clarke,https://archive.org/download/holybiblecontain0003adam/holybiblecontain0003adam_djvu.txt,Bible study helps,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1825
238,"Asiatic Proverbs From Clarke's Commentary Old Testamant, Vol. 3 Job Song Of Solomon",Adam Clarke,https://archive.org/download/asiatic-proverbs-from-clarkes-commentary-ot-vol.-3-job-song-of-solomon/Asiatic%20Proverbs%20from%20Clarke's%20Commentary%20OT%2C%20Vol.%203%20-%20Job-Song%20of%20Solomon_djvu.txt,Commentaries,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1831
237,"The Words of Lockman (Lukmanthe Wise) To His Son From Clarke's Commentary Old Testament, Vol. 3 Job Song Of Solomon",Adam Clarke,https://archive.org/download/the-words-of-lockman-to-his-son-from-clarkes-commentary-ot-vol.-3-job-song-of-solomon/THE%20WORDS%20OF%20LOCKMAN%20TO%20HIS%20SON%20from%20Clarke's%20Commentary%20OT%2C%20Vol.%203%20-%20Job-Song%20of%20Solomon_djvu.txt,Commentaries,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1831
236,OUR NEW TESTAMENT,HENRY C. VEDDER,https://archive.org/download/ournewtestament0000unse/ournewtestament0000unse_djvu.txt,Bible study helps,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1908
235,Church History Handbooks: Baptist History,Henry C. Vedder,https://archive.org/download/churchhistoryhan0004henr/churchhistoryhan0004henr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
234,A Short History Baptist Missions,Henry C. Vedder,https://archive.org/download/shorthistorybapt0000henr/shorthistorybapt0000henr_djvu.txt,Missions,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1927
233,Christian Epoch-MAkers,Henry C. Vedder,https://archive.org/download/christianepochma0000henr/christianepochma0000henr_djvu.txt,Bible study helps,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1908
232,Baptist History,Henry C. Vedder,https://archive.org/download/baptisthistory0000henr/baptisthistory0000henr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1909
231,Missionary Travels,David Livingstone,https://archive.org/download/missionarytravel0000davi_t8w6/missionarytravel0000davi_t8w6_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1913
230,the moslem doctrine of god,samuel m. zwemer,https://archive.org/download/bwb_C0-ACR-183/bwb_C0-ACR-183_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1905
229,THE UNOCCUPIED MISSION FIELDS OFAFRICA AND ASIA,SAMUEL M. ZWEMER,https://archive.org/download/unoccupiedmissio0000samu_u6y9/unoccupiedmissio0000samu_u6y9_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1911
228,"Call to prayer,",Samuel Marinus Zwemer,https://archive.org/download/calltoprayer0000samu/calltoprayer0000samu_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1923
227,Christianity The Final Religion,Samuel M. Zwemer,https://archive.org/download/christianityfina0000samu/christianityfina0000samu_djvu.txt,Missions,Missions,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain missions resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1920
