score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
190,A critical and exegetical commentary on the gospel according to S. Matthew,"Allen, Willoughby Charles, 1867-1953",https://archive.org/download/criticalexegetic26alleuoft/criticalexegetic26alleuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1907
189,"A critical and exegetical commentary on Micah, Zephaniah, Nahum, Habakkuk, Obadiah and Joel","Smith, J. M. Powis (John Merlin Powis), 1866-1932; Ward, William Hayes, 1835-1916; Bewer, Julius A. (Julius August), 1877-1953",https://archive.org/download/criticalmicahzep00smituoft/criticalmicahzep00smituoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1911
188,A critical and exegetical commentary on Deuteronomy,"Driver, S. R. (Samuel Rolles), 1846-1914",https://archive.org/download/criticalexegetic00drivuoft/criticalexegetic00drivuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1896
187,An exposition of the Book of Proverbs,"Bridges, Charles, 1794-1869",https://archive.org/download/expositionprover00briduoft/expositionprover00briduoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1865
186,A critical and exegetical commentary on the book of Isaiah 1-39. 40-66,"Gray, George Buchanan, 1865-1922",https://archive.org/download/criticalexegetic01grayuoft/criticalexegetic01grayuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1912
185,A critical and exegetical commentary on the Pastoral epistles (I & II Timothy and Titus),"Lock, Walter, 1846-1933",https://archive.org/download/criticalexegetic39lockuoft/criticalexegetic39lockuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1924
184,A critical and exegetical commentary on the Epistles to the Ephesians and to the Colossians,"Abbott, Thomas Kingsmill, 1829-1913",https://archive.org/download/criticalexegetic36abbouoft/criticalexegetic36abbouoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1909
183,A new commentary on Genesis,"Delitzsch, Franz, 1813-1890",https://archive.org/download/anewcommentgenes00deliuoft/anewcommentgenes00deliuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1888
182,"The Gospel of John : a popular commentary upon a critical basis, especialy designed for pastors and Sunday schools","Clark, Geo. W.",https://archive.org/download/gospelofjohnpopu04clar/gospelofjohnpopu04clar_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1896
181,Rabbi David Kimchi's Commentary upon the prophecies of Zechariah,"Kimchi, David, 1160-1235?; McCaul, Alexander, 1799-1863",https://archive.org/download/rabbidavidkimchi00kimcrich/rabbidavidkimchi00kimcrich_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1837
180,Studies in the book of Psalms : being a critical and expository commentary : with doctrinal and practical remarks on the entire Psalter,"Plumer, William S. (William Swan), 1802-1880",https://archive.org/download/studiesinbookofp1872plum/studiesinbookofp1872plum_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1872
179,Biblical commentary on the Proverbs of Solomon,"Delitzsch, Franz, 1813-1890",https://archive.org/download/biblicalcommenta01deliuoft/biblicalcommenta01deliuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1880
178,"The book of the prophet Ezekiel : translated from the original Hebrew : with a commentary, critical, philological, and exegetical","Henderson, E. (Ebenezer), 1784-1858",https://archive.org/download/thebookoftheprop00henduoft/thebookoftheprop00henduoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1870
177,A critical and exegetical commentary on Numbers,"Gray, George Buchanan, 1865-1922",https://archive.org/download/criticalexegetic04grayuoft/criticalexegetic04grayuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1903
176,A critical and exegetical commentary on the Gospel according to St. Mark,"Gould, Ezra Palmer, 1841-1900",https://archive.org/download/criticalexegetic00gouluoft/criticalexegetic00gouluoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1912
175,"A critical and exegetical commentary on the book of Job,","Driver, S. R. (Samuel Rolles), 1846-1914. cn; Gray, George Buchanan, 1865-1922",https://archive.org/download/criticalexegetic01driv/criticalexegetic01driv_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1921
174,Commentary on Genesis,"Luther, Martin, 1483-1546; Lenker, John Nicholas, 1858-1929, tr",https://archive.org/download/commentaryongene02luth/commentaryongene02luth_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1910
173,A commentary on the Apocalypse,"Stuart, Moses, 1780-1852",https://archive.org/download/commentaryonapoc02stua/commentaryonapoc02stua_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1845
172,A critical and exegetical commentary on the Books of Ezra and Nehemiah,"Batten, Loring W",https://archive.org/download/criticalexegetic00battuoft/criticalexegetic00battuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1913
171,A critical and exegetical commentary on Judges,"Moore, George Foot, 1851-1931",https://archive.org/download/criticalexegetic00mooruoft/criticalexegetic00mooruoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1918
170,Commentary on the Gospel of Mark ..,"Alexander, Joseph Addison, 1809-1860",https://archive.org/download/commentaryongosp00alex/commentaryongosp00alex_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1864
169,A critical and exegetical commentary on the book of Ecclesiastes,"Barton, George A. (George Aaron), 1859-1942",https://archive.org/download/criticalecclesia17bartuoft/criticalecclesia17bartuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1908
168,Ezekiel and the book of his prophecy : an exposition,"Fairbairn, Patrick, 1805-1874",https://archive.org/download/ezekielandtheboo00fairuoft/ezekielandtheboo00fairuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1876
167,A critical and exegetical commentary on the Epistles to the Philippians and to Philemon,"Vincent, Marvin Richardson, 1834-1922",https://archive.org/download/criticalexegetic00vincuoft/criticalexegetic00vincuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1902
166,A critical and exegetical commentary on the Acts of the Apostles,"Gloag, Paton J. (Paton James), 1823-1906",https://archive.org/download/acriticalandexe01gloauoft/acriticalandexe01gloauoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1870
165,"A critical and exegetical commentary on Haggai, Zechariah, Malachi and Jonah","Mitchell, Hinckley Gilbert Thomas, 1846-1920",https://archive.org/download/acriticalandexeg25mitcuoft/acriticalandexeg25mitcuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1912
164,A critical and exegetical commentary on the books of Chronicles,"Curtis, Edward Lewis, 1853-1911; Madsen, Albert Alonzo, 1876-",https://archive.org/download/criticalexegetic13curt/criticalexegetic13curt_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1910
163,Biblical commentary on the prophecies of Isaiah - Volume 1,"Delitzsch, Franz, 1813-1890; Martin, James",https://archive.org/download/isaiahsprophecie01deliuoft/isaiahsprophecie01deliuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1884
162,Biblical commentary on the prophecies of Isaiah - Volume 2,"Delitzsch, Franz, 1813-1890; Martin, James",https://archive.org/download/isaiahsprophecie02deliuoft/isaiahsprophecie02deliuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1884
161,A critical and exegetical commentary on the books of Samuel,"Smith, Henry Preserved, 1847-1927",https://archive.org/download/criticalsamuel09smituoft/criticalsamuel09smituoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1899
160,A critical and exegetical commentary on the Epistles of St. Peter and St. Jude,"Bigg, Charles, 1840-1908",https://archive.org/download/acriticalandexeg00bigguoft/acriticalandexeg00bigguoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1901
159,An exposition of the Book of Ecclesiastes,"Bridges, Charles, 1794-1869",https://archive.org/download/expositionofbook00bridrich/expositionofbook00bridrich_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1860
158,The book of Joshua : a critical and expository commentary of the Hebrew text,"Lloyd, John",https://archive.org/download/thebookofjoshua00lloyuoft/thebookofjoshua00lloyuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1886
157,A commentary on the Greek text of the Epistle of Paul to the Ephesians,"Eadie, John, 1810-1876",https://archive.org/download/acommentaryonthe00eadiuoft/acommentaryonthe00eadiuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1883
156,A critical and exegetical commentary on the Epistles of St. Paul to the Thessalonians,"Frame, James Everett, 1868-",https://archive.org/download/criticalexegetic00framuoft/criticalexegetic00framuoft_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; denominational or critical perspective may differ; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1912
155,New Commentary on Acts of Apostles,J. W. McGarvey,https://archive.org/download/newcommentaryona02mcga/newcommentaryona02mcga_djvu.txt,Commentaries,Restoration Commentary Collection,verified public domain,reviewed,Historical commentary; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1892
154,"Thessalonians, Corinthians, Galatians, and Romans",J. W. McGarvey; Philip Y. Pendleton,https://archive.org/download/thessalonianscor00mcga/thessalonianscor00mcga_djvu.txt,Commentaries,Restoration Commentary Collection,verified public domain,reviewed,Historical commentary; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1916
153,The People's New Testament with Explanatory Notes - Volume I,B. W. Johnson,https://archive.org/download/peoplesnewtestam0000unse/peoplesnewtestam0000unse_djvu.txt,Commentaries,People's New Testament Collection,verified public domain,reviewed,Historical commentary; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1889
152,The People's New Testament with Explanatory Notes - Volume II,B. W. Johnson,https://archive.org/download/peoplesnewtestam0002unse/peoplesnewtestam0002unse_djvu.txt,Commentaries,People's New Testament Collection,verified public domain,reviewed,Historical commentary; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1889
151,"The Acts of the Apostles, with Commentary",E. H. Plumptre,https://archive.org/download/actsofapostleswi0000plum/actsofapostleswi0000plum_djvu.txt,Commentaries,Classic Commentary Library,verified public domain,reviewed,Historical commentary; OCR spot-check; compare all conclusions with KJV Scripture,"Public-domain commentary for secondary Bible study, teaching preparation, and comparison after reading the KJV text.",1910
