score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
205,Journal of Residence in the New Hebrides S.W. Pacific Ocean,Charles Bice and Arthur Brittain,https://www.gutenberg.org/ebooks/58060,Missions,Missionary Accounts,verified public domain,reviewed,Historical missionary language and context; Project Gutenberg terms; use with discernment,Public-domain Vanuatu missions journal for history geography timelines and teaching preparation.,1905
210,The Life of John Eliot,Nehemiah Adams,https://www.gutenberg.org/ebooks/79004,Missions,Missionary Biographies,verified public domain,reviewed,Historical missionary language and context; Project Gutenberg terms; use with discernment,Public-domain biography of early missionary John Eliot for missions and American church-history study.,1847
200,Some Jewish Witnesses for Christ,Aaron Bernstein,https://www.gutenberg.org/ebooks/37734,Missions,Missions History,verified public domain,reviewed,Historical missions-to-Jewish-people source; Project Gutenberg terms; use with discernment,Historical biographical reference for missions research and carefully contextualized teaching preparation.,1909
210,Fifty-Two Story Talks to Boys and Girls,Howard J. Chidley,https://www.gutenberg.org/ebooks/14188,Preaching & Teaching,Children's Sermon Helps,verified public domain,reviewed,Historical children's sermons; Project Gutenberg terms; adapt carefully,Public-domain story talks for children's lessons family devotionals and sermon-illustration research.,1914
210,The Children's Six Minutes,Bruce S. Wright,https://www.gutenberg.org/ebooks/14411,Preaching & Teaching,Children's Sermon Helps,verified public domain,reviewed,Historical children's sermons; Project Gutenberg terms; adapt carefully,Short public-domain children's messages for lesson ideas family worship and illustration research.,1922
215,With the Children on Sundays,Sylvanus Stall,https://www.gutenberg.org/ebooks/32355,Preaching & Teaching,Children's Sermon Helps,verified public domain,reviewed,Historical children's sermons and object lessons; Project Gutenberg terms; adapt carefully,Public-domain object lessons and children's messages for teachers and family worship planning.,1911
220,The Gospel Object Book,Clarence Herbert Woolston,https://www.gutenberg.org/ebooks/73388,Preaching & Teaching,Object Lessons,verified public domain,reviewed,Historical children's object lessons; Project Gutenberg terms; adapt carefully,Public-domain gospel object lessons for children's ministry family teaching and presentation ideas.,1920
205,The Sabbath-School Index,Richard Gay Pardee,https://www.gutenberg.org/ebooks/48100,Preaching & Teaching,Sunday School Teaching,verified public domain,reviewed,Historical Sunday school methods; Project Gutenberg terms; adapt carefully,Historical teaching methods and Sunday school organization ideas for ministry research.,1868
205,The Boy and the Sunday School,John L. Alexander,https://www.gutenberg.org/ebooks/15923,Preaching & Teaching,Sunday School Teaching,verified public domain,reviewed,Historical youth ministry methods; Project Gutenberg terms; adapt carefully,Public-domain teacher-training resource for historical youth and Sunday school ministry ideas.,1913
195,The Village Sunday School,John C. Symons,https://www.gutenberg.org/ebooks/11966,Preaching & Teaching,Sunday School Teaching,verified public domain,reviewed,Historical Sunday school sketches; Project Gutenberg terms; use with discernment,Public-domain Sunday school history and teaching sketches for ministry background and illustrations.,1850
205,Stories from the Olden Time Teacher's Text Book Course IV Part I,Josephine L. Baldwin,https://www.gutenberg.org/ebooks/69457,Preaching & Teaching,Bible Teaching Helps,verified public domain,reviewed,Historical children's Bible lessons; Project Gutenberg terms; compare all teaching with KJV Scripture,Public-domain teacher lessons based on Bible narratives for lesson-planning ideas and historical comparison.,1917
200,Leaves of Life for Daily Inspiration,Margaret Bird Steinmetz,https://www.gutenberg.org/ebooks/14849,Christian Living,Devotional Classics,verified public domain,reviewed,Historical quotation devotional; Project Gutenberg terms; verify quotations,Public-domain daily readings and quotations for devotional use and sermon-illustration research.,1914
205,Parables of the Christ-Life,I. Lilias Trotter,https://www.gutenberg.org/ebooks/22432,Christian Living,Devotional Classics,verified public domain,reviewed,Historical devotional teaching; Project Gutenberg terms; use with discernment,Public-domain devotional parables for personal reading lesson illustrations and teaching preparation.,1903
205,Parables of the Cross,I. Lilias Trotter,https://www.gutenberg.org/ebooks/22189,Christian Living,Devotional Classics,verified public domain,reviewed,Historical devotional teaching; Project Gutenberg terms; use with discernment,Public-domain devotional parables for personal reading lesson illustrations and teaching preparation.,1890
205,Food for the Lambs or Helps for Young Christians,Charles Ebert Orr,https://www.gutenberg.org/ebooks/13294,Christian Living,Discipleship Helps,verified public domain,reviewed,Historical holiness source; Project Gutenberg terms; compare all conclusions with Scripture,Public-domain practical Christian-life lessons for new-believer and discipleship study with doctrinal discernment.,1914
195,Lead Kindly Light: Its Origin and Its Romance,Allan Sutherland,https://www.gutenberg.org/ebooks/63053,Preaching & Teaching,Hymn Stories,verified public domain,reviewed,Historical hymn background; Project Gutenberg terms; use with discernment,Public-domain hymn-history study for worship background quotations and sermon illustrations.,1905
210,Spiritual Folk-Songs of Early America,George Pullen Jackson,https://www.gutenberg.org/ebooks/59884,Preaching & Teaching,Hymns and Worship,verified public domain,reviewed,Historical music collection; varied traditions; Project Gutenberg terms; review individual texts,Public-domain collection of early American spiritual songs with historical notes for hymn research and presentations.,1937
205,How to Live a Holy Life,Charles Ebert Orr,https://www.gutenberg.org/ebooks/6999,Christian Living,Discipleship Helps,verified public domain,reviewed,Historical holiness source; Project Gutenberg terms; compare all conclusions with Scripture,Public-domain practical Christian-living study for discipleship and teaching preparation with doctrinal discernment.,1902
205,Heart Talks,Charles Wesley Naylor,https://www.gutenberg.org/ebooks/28736,Christian Living,Devotional Classics,verified public domain,reviewed,Historical holiness source; Project Gutenberg terms; compare all conclusions with Scripture,Public-domain devotional readings on practical Christian life for personal study and teaching preparation.,1922
