score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year,archive_identifier,source_group,downloads
137,"Through the Bible Day by Day, Volume 7: Philippians to Revelation","F. B. Meyer",https://archive.org/download/throughbibledayb0007revf/throughbibledayb0007revf_djvu.txt,"Bible study helps","Through the Bible Day by Day","verified public domain",reviewed,"Devotional commentary;Use with discernment;OCR spot-check","Public-domain devotional commentary for Philippians through Revelation. Useful for daily reading, end-of-New-Testament study, and related book recommendations; OCR text should be spot-checked before quotation.",1918,throughbibledayb0007revf,"Devotional Bible Survey",197
136,"Chapter by Chapter Through the Bible, Volume 1","J. Stuart Holden",https://archive.org/download/chapterbychapter01hold/chapterbychapter01hold_djvu.txt,"Bible study helps","Chapter by Chapter Through the Bible","verified public domain",reviewed,"Devotional commentary;Use with discernment;OCR spot-check","Public-domain chapter-by-chapter expository and devotional comments for busy readers and teachers. Useful for reading prompts, quick study notes, and sermon preparation; OCR text should be spot-checked before quotation.",1920,chapterbychapter01hold,"Chapter-by-Chapter Study Helps",1109
135,"Chapter by Chapter Through the Bible, Volume 2","J. Stuart Holden",https://archive.org/download/chapterbychapter02hold/chapterbychapter02hold_djvu.txt,"Bible study helps","Chapter by Chapter Through the Bible","verified public domain",reviewed,"Devotional commentary;Use with discernment;OCR spot-check","Public-domain chapter-by-chapter expository and devotional comments. Useful for daily study, teaching outlines, and related chapter resources; OCR text should be spot-checked before quotation.",1920,chapterbychapter02hold,"Chapter-by-Chapter Study Helps",1520
134,"Chapter by Chapter Through the Bible, Volume 3","J. Stuart Holden",https://archive.org/download/chapterbychapter03hold/chapterbychapter03hold_djvu.txt,"Bible study helps","Chapter by Chapter Through the Bible","verified public domain",reviewed,"Devotional commentary;Use with discernment;OCR spot-check","Public-domain chapter-by-chapter expository and devotional comments. Useful for Scripture reading support, Study Workspace recommendations, and lesson preparation; OCR text should be spot-checked before quotation.",1920,chapterbychapter03hold,"Chapter-by-Chapter Study Helps",1221
133,"Chapter by Chapter Through the Bible, Volume 4","J. Stuart Holden",https://archive.org/download/chapterbychapter04hold/chapterbychapter04hold_djvu.txt,"Bible study helps","Chapter by Chapter Through the Bible","verified public domain",reviewed,"Devotional commentary;Use with discernment;OCR spot-check","Public-domain chapter-by-chapter expository and devotional comments. Useful for prophets, New Testament study, daily reading, and quick teaching notes; OCR text should be spot-checked before quotation.",1920,chapterbychapter04hold,"Chapter-by-Chapter Study Helps",888
132,"The Analyzed Bible: The Prophecy of Isaiah, Volume 1","G. Campbell Morgan",https://archive.org/download/analyzedbible0001gcam/analyzedbible0001gcam_djvu.txt,Commentaries,"G. Campbell Morgan Analyzed Bible","verified public domain",reviewed,"Use with discernment;OCR spot-check","Public-domain analytical commentary on Isaiah by G. Campbell Morgan. Useful for prophecy study, chapter outlines, and commentary recommendations; OCR text should be spot-checked before quotation.",1910,analyzedbible0001gcam,"Morgan Analyzed Bible",124
131,"The Analyzed Bible: The Prophecy of Isaiah, Volume 2","G. Campbell Morgan",https://archive.org/download/analyzedbible0002gcam/analyzedbible0002gcam_djvu.txt,Commentaries,"G. Campbell Morgan Analyzed Bible","verified public domain",reviewed,"Use with discernment;OCR spot-check","Public-domain analytical commentary on Isaiah by G. Campbell Morgan. Useful for prophecy study, teaching outlines, and commentary comparison; OCR text should be spot-checked before quotation.",1910,analyzedbible0002gcam,"Morgan Analyzed Bible",107
130,"The Gospel According to John (The Analyzed Bible)","G. Campbell Morgan",https://archive.org/download/gospelaccordingt0000gcam_b5e3/gospelaccordingt0000gcam_b5e3_djvu.txt,Commentaries,"G. Campbell Morgan Analyzed Bible","verified public domain",reviewed,"Use with discernment;OCR spot-check","Public-domain analytical commentary on the Gospel of John by G. Campbell Morgan. Useful for John study, commentary comparison, and teacher preparation; OCR text should be spot-checked before quotation.",1909,gospelaccordingt0000gcam_b5e3,"Morgan Analyzed Bible",78
129,"The Divine Library of the Old Testament","A. F. Kirkpatrick",https://archive.org/download/divinelibraryofo00kirk/divinelibraryofo00kirk_djvu.txt,"Bible study helps","Old Testament Introduction","verified public domain",reviewed,"Historical reference;Use with discernment;OCR spot-check","Public-domain lectures on the origin, preservation, inspiration, and permanent value of the Old Testament. Use as historical reference and compare with the app's doctrinal basis; OCR text should be spot-checked before quotation.",1892,divinelibraryofo00kirk,"Bible Survey and Study Helps",1204
128,"The New Testament and Its Writers","J. A. McClymont",https://archive.org/download/newtestamentitsw00mcly/newtestamentitsw00mcly_djvu.txt,"Bible study helps","New Testament Introduction","verified public domain",reviewed,"Historical reference;Use with discernment;OCR spot-check","Public-domain introduction to the books and writers of the New Testament. Useful for background, authorship study, and teacher preparation; OCR text should be spot-checked before quotation.",1897,newtestamentitsw00mcly,"Bible Survey and Study Helps",2210
