score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year
183,A First Century Message to Twentieth Century Christians,G. Campbell Morgan,https://archive.org/download/firstcenturymess0000gcam_g9w3/firstcenturymess0000gcam_g9w3_djvu.txt,Bible study helps,G. Campbell Morgan Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1902
182,God Our Contemporary,J H Jowett,https://archive.org/download/in.ernet.dli.2015.167129/2015.167129.God-Our-Contemporary_djvu.txt,Christian Living,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1922
181,The Preacher His Life and Work,J. H. Jowett,https://archive.org/download/preacherhislifew0000jhjo_h4g5/preacherhislifew0000jhjo_h4g5_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1928
180,the preacher his life and work yale lectures,j. h. jowett,https://archive.org/download/preacherhislifew0000jhjo/preacherhislifew0000jhjo_djvu.txt,Preaching & Teaching,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1912
179,The Passion for Souls,J. H. Jowett,https://archive.org/download/passionforsouls0000jhjo_i2t0/passionforsouls0000jhjo_i2t0_djvu.txt,Christian Living,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1905
178,The Redeemed Family of God: The Epistles of St. Peter,J. H. Jowett,https://archive.org/download/bwb_P8-AMH-398/bwb_P8-AMH-398_djvu.txt,Christian Living,Preaching Classics,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1916
177,Revelation [Library Binding],clarence larkin,https://archive.org/download/revelationlibrar0000unse/revelationlibrar0000unse_djvu.txt,Christian Living,Clarence Larkin Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1919
176,Book of Revelation a Study of the Last P,Clarence Larkin,https://archive.org/download/bookofrevelation0000unse_d9k0/bookofrevelation0000unse_d9k0_djvu.txt,Christian Living,Clarence Larkin Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1919
175,The Book of GRevelation,Clarence Larkin,https://archive.org/download/bwb_Y0-CAL-046/bwb_Y0-CAL-046_djvu.txt,Christian Living,Clarence Larkin Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1919
174,Dispensational Truth or God's Plan and Purpose,Clarence Larkin,https://archive.org/download/dispensationaltr0000clar_t1j0/dispensationaltr0000clar_t1j0_djvu.txt,Christian Living,Clarence Larkin Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1918
173,"A Method for Prayer,: With Scripture-expressions, Proper to be Used Under ...",Matthew Henry,https://archive.org/download/amethodforpraye01henrgoog/amethodforpraye01henrgoog_djvu.txt,Prayer,Matthew Henry Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain prayer resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1803
172,"Notes, Critical, Illustrative, and Practical, on the Book of Daniel, with an ...",Albert Barnes,https://archive.org/download/notescriticalil02barngoog/notescriticalil02barngoog_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1853
171,"Notes, Explanatory & Practical, on the Gospels: Designed for Sunday School ...",Albert Barnes,https://archive.org/download/notesexplanator30barngoog/notesexplanator30barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1860
170,"Notes, Critical, Explanatory, and Practical, on the Book of Psalms",Albert Barnes,https://archive.org/download/notescriticalex02barngoog/notescriticalex02barngoog_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1868
169,"Notes, critical, explanatory, and practical on the book of the prophet Isaiah",Albert Barnes,https://archive.org/download/notescriticalex03barngoog/notescriticalex03barngoog_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1854
168,"Notes, Explanatory and Practical, on the Gospels: Designed for Sunday School ...",Albert Barnes,https://archive.org/download/notesexplanator27barngoog/notesexplanator27barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1863
167,"Notes, Explanatory and Practical, on the Epistle to the Romans;.",Albert Barnes,https://archive.org/download/notesexplanator06barngoog/notesexplanator06barngoog_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1851
166,Notes Explanatory and Practical on the Acts of the Apostles: Designed for Bible Classes and ...,Albert Barnes,https://archive.org/download/notesexplanator00barngoog/notesexplanator00barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1863
165,The Way of Salvation Illustrated in a Series of Discourses,Albert Barnes,https://archive.org/download/waysalvationill01barngoog/waysalvationill01barngoog_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1855
164,"Notes, Explanatory and Practical, on the New Testament",Albert Barnes,https://archive.org/download/notesexplanator16barngoog/notesexplanator16barngoog_djvu.txt,Bible study helps,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1844
163,"The Atonement, in Its Relations to Law and Moral Government",Albert Barnes,https://archive.org/download/atonementinitsr00barngoog/atonementinitsr00barngoog_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1860
162,"Notes on the Gospels, condensed from the Amer. ed",Albert Barnes,https://archive.org/download/notesongospelsc00barngoog/notesongospelsc00barngoog_djvu.txt,Commentaries,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1799
161,"The Way of Salvation: A Sermon, Delivered at Morristown, New Jersey, February 8, 1829",Albert Barnes,https://archive.org/download/waysalvationase00barngoog/waysalvationase00barngoog_djvu.txt,Preaching & Teaching,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching & teaching resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1836
160,Barnes' Notes - Daniel Vol. 2,Albert Barnes,https://archive.org/download/27.2-daniel-vol.-2/27.2%20Daniel%20Vol.2_djvu.txt,Christian Living,Barnes Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1847
159,"The Holy Bible, containing the Old and New Testaments. The text carefully printed from the most correct copies of the present Authorized translation, including the marginal readings and parallel texts: with a commentary and critical notes; designed as a help to a better understanding of the sacred writings",Adam Clarke,https://archive.org/download/holybiblecontai03clargoog/holybiblecontai03clargoog_djvu.txt,Commentaries,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1837
158,"The holy Bible, from the authorized tr., with a comm. and critical notes by A. Clarke",Adam Clarke,https://archive.org/download/bub_gb_I6kGAAAAQAAJ/bub_gb_I6kGAAAAQAAJ_djvu.txt,Bible study helps,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1817
157,The Holy Bible Containing The Old And New Testaments Vol 2,Adam Clarke,https://archive.org/download/in.ernet.dli.2015.218309/2015.218309.The-Holy_djvu.txt,Bible study helps,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1839
156,Discourses on Various Subjects Relative to the Being and Attributes of God ...,Adam Clarke,https://archive.org/download/discoursesonvar00clargoog/discoursesonvar00clargoog_djvu.txt,Christian Living,Adam Clarke Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1831
155,"The nullity of the Romish faith, or A blow at the root of the Romish Church",Matthew Poole,https://archive.org/download/nullityromishfa00poolgoog/nullityromishfa00poolgoog_djvu.txt,Bible study helps,Matthew Poole Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1667
154,Trapp's Commentary On The New Testament,John Trapp,https://archive.org/download/trappscommentary0000john/trappscommentary0000john_djvu.txt,Commentaries,Classic Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1865
153,"Expository notes, with practical observations, on the New Testament : of our Lord and Saviour Jesus Christ. ... By William Burkitt ..",William Burkitt,https://archive.org/download/expositorynotes00burkgoog/expositorynotes00burkgoog_djvu.txt,Commentaries,Classic Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1752
152,"A commentary on the Holy Scriptures: critical, doctrinal and homiletical",John Peter Lange,https://archive.org/download/a_commentary_on_the_holy_scriptures_1875-john_peter_lange/a_commentary_on_the_holy_scriptures_1875-john_peter_lange_djvu.txt,Commentaries,Classic Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1875
151,"Commentary on the Holy Scriptures Critical, Doctrinal and Homiletical: Corinthians",John Peter Lange,https://archive.org/download/commentaryonholy0020unse/commentaryonholy0020unse_djvu.txt,Commentaries,Classic Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain commentaries resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1868
150,"Exodus; or, The Second Book of Moses",John Peter Lange,https://archive.org/download/exodusorsecondbo0000unse/exodusorsecondbo0000unse_djvu.txt,Christian Living,Classic Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1876
149,The Gospel According to John,John Peter Lange,https://archive.org/download/gospelaccordingt0000unse_c5c1/gospelaccordingt0000unse_c5c1_djvu.txt,Bible study helps,Classic Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain bible study helps resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1872
148,jesus and jonah,john william mcgarvey,https://archive.org/download/jesusjonah0000john/jesusjonah0000john_djvu.txt,Christian Living,Restoration Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain christian living resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1896
147,History of the Baptists,Thomas Armitage,https://archive.org/download/historyofbaptist0000thom_x4h2/historyofbaptist0000thom_x4h2_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1887
146,Fifty years among the Baptists,David Benedict,https://archive.org/download/fiftyyearsamong00benegoog/fiftyyearsamong00benegoog_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1860
145,A General History of the Baptist Denomination in America and Othe Parts of the World,David Benedict,https://archive.org/download/generalhistoryof0000davi/generalhistoryof0000davi_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1848
144,An Abridgement Of The General History Of The Baptist Denomination In America,David Benedict,https://archive.org/download/abridgementofgen0000davi/abridgementofgen0000davi_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain baptist history resource for Bible study, teaching, preaching, devotional reading, or historical research. OCR text must be spot-checked before quotation.",1820
