score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year,archive_identifier,source_group,downloads
155,Notes on the Book of Leviticus,C. H. Mackintosh,https://archive.org/download/notesonbookoflev1870mack/notesonbookoflev1870mack_djvu.txt,Commentaries,C. H. Mackintosh Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1870,notesonbookoflev1870mack,C H Mackintosh,
155,"Genesis: Or, The First Book of Moses",John Peter Lange,https://archive.org/download/genesisorthefirs00languoft/genesisorthefirs00languoft_djvu.txt,Commentaries,Lange Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1869,genesisorthefirs00languoft,John Peter Lange,
150,"Numbers: Or, The Fourth Book of Moses",John Peter Lange,https://archive.org/download/numbersorfourthb31lang/numbersorfourthb31lang_djvu.txt,Commentaries,Lange Commentary Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1899,numbersorfourthb31lang,John Peter Lange,
170,"Hastings Dictionary of the Bible, Volume 1",James Hastings,https://archive.org/download/b24749163_0001_201710/b24749163_0001_201710_djvu.txt,Dictionaries,Hastings Dictionary of the Bible,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1889,b24749163_0001_201710,Hastings Dictionary,
170,"Hastings Dictionary of the Bible, Volume 2",James Hastings,https://archive.org/download/b24749163_0002_201710/b24749163_0002_201710_djvu.txt,Dictionaries,Hastings Dictionary of the Bible,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1900,b24749163_0002_201710,Hastings Dictionary,
170,"Hastings Dictionary of the Bible, Volume 4",James Hastings,https://archive.org/download/dictionaryofbibl04hastP/dictionaryofbibl04hastP_djvu.txt,Dictionaries,Hastings Dictionary of the Bible,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1889,dictionaryofbibl04hastP,Hastings Dictionary,
165,"Hastings Dictionary of the Bible, Volume 5",James Hastings,https://archive.org/download/b24749163_0005_201710/b24749163_0005_201710_djvu.txt,Dictionaries,Hastings Dictionary of the Bible,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain resource for Bible study, teaching preparation, sermon preparation, and historical reference. OCR text should be spot-checked before quotation.",1909,b24749163_0005_201710,Hastings Dictionary,
170,An Enquiry into the Obligations of Christians to Use Means for the Conversion of the Heathens,William Carey,https://www.gutenberg.org/files/11449/11449-0.txt,Missions,Missions Classics,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1792,,Project Gutenberg,
160,"The Life of William Carey, Shoemaker and Missionary",George Smith,https://www.gutenberg.org/files/2056/2056-0.txt,Missions,Missions Biographies,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1885,,Project Gutenberg,
160,The Life of Adoniram Judson,Edward Judson,https://www.gutenberg.org/files/70894/70894-0.txt,Missions,Missions Biographies,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1883,,Project Gutenberg,
150,The Ministry of the Spirit,A. J. Gordon,https://www.gutenberg.org/files/25395/25395-0.txt,Bible study helps,A. J. Gordon Collection,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1894,,Project Gutenberg,
155,The Psalms of David Imitated in the Language of the New Testament,Isaac Watts,https://www.gutenberg.org/files/13166/13166-0.txt,Prayer,Watts Hymns and Poetry,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1719,,Project Gutenberg,
155,Hymns and Spiritual Songs,Isaac Watts,https://www.gutenberg.org/files/13341/13341-0.txt,Prayer,Watts Hymns and Poetry,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1707,,Project Gutenberg,
145,Divine Songs,Isaac Watts,https://www.gutenberg.org/files/13439/13439-0.txt,Christian Living,Watts Hymns and Poetry,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1715,,Project Gutenberg,
150,A Short Essay Toward the Improvement of Psalmody,Isaac Watts,https://www.gutenberg.org/files/30409/30409-0.txt,Preaching & Teaching,Watts Hymns and Poetry,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1707,,Project Gutenberg,
150,Thoughts upon the African Slave Trade,John Newton,https://www.gutenberg.org/files/68056/68056-0.txt,Missions,John Newton Collection,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1788,,Project Gutenberg,
145,Rock of Ages,Augustus Toplady,https://www.gutenberg.org/files/26874/26874-0.txt,Prayer,Hymns and Spiritual Songs,verified public domain,reviewed,Use with discernment;Project Gutenberg terms;quote spot-check,"Project Gutenberg public-domain text for curated Christian reading, missions, hymns, devotional study, and teaching preparation. Preserve attribution and follow Project Gutenberg terms.",1776,,Project Gutenberg,
