title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
The Expositor's Bible: The Pastoral Epistles,"Plummer, Alfred and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/39628,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Expositor's Bible: The Book of Ecclesiastes,"Cox, Samuel and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/39913,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Song of Solomon and the Lamentations of Jeremiah,"Adeney, Walter F. (Walter Frederic) and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/39941,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"The Expositor's Bible: Ezra, Nehemiah, and Esther","Adeney, Walter F. (Walter Frederic) and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/39956,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Notes on the book of Exodus,"Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/40596,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Notes on the Book of Leviticus,"Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/40610,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"Notes on the Book of Deuteronomy, Volume I","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/41571,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"Notes on the Book of Deuteronomy, Volume II","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/41584,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Second Epistle to the Corinthians,"Denney, James and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/41850,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Book of Revelation,"Milligan, William and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/42251,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Epistles of St. Peter,"Lumby, J. Rawson (Joseph Rawson) and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/42273,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Book of Joshua,"Blaikie, William Garden and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/42319,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The First Epistle to the Corinthians,"Dods, Marcus and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/42354,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Epistles to the Thessalonians,"Denney, James and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/42753,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Second Book of Samuel,"Blaikie, William Garden and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/44619,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The General Epistles of St. James and St. Jude,"Plummer, Alfred and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/47337,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Studies in the Epistle of James,"Robertson, A. T.",https://www.gutenberg.org/ebooks/48411,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Epistle of St Paul to the Romans,"Moule, H. C. G. (Handley Carr Glyn) and Nicoll, W. Robertson (William Robertson), Sir",https://www.gutenberg.org/ebooks/48858,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Notes on the book of Numbers,"Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/76552,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The prophete Ionas with an introduccion: before teachinge to vnderstonde him and the right vse also of all the scripture/ and why it was written/ and ,"Tyndale, William",https://www.gutenberg.org/ebooks/24890,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"The Life of Duty, v. 2: A year's plain sermons on the Gospels or Epistles","Wilmot-Buxton, H. J. (Harry John)",https://www.gutenberg.org/ebooks/22075,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Gospel of St. John: A Series of Discourses.: New Edition,"Maurice, Frederick Denison",https://www.gutenberg.org/ebooks/41362,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"Professor W. G. Elmslie, D.D.: Memoir and Sermons","Elmslie, William Gray and MacNicoll, A. N.",https://www.gutenberg.org/ebooks/60348,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
A Handful of Stars: Texts That Have Moved Great Minds,"Boreham, Frank",https://www.gutenberg.org/ebooks/27514,Bible study helps,Bible Study Essentials,verified public domain,reviewed,Use with discernment,"Bible study help for background, doctrine, textual issues, and teaching preparation."
Studies in Prophecy,"Gaebelein, Arno Clemens",https://www.gutenberg.org/ebooks/31603,Bible study helps,Bible Study Essentials,verified public domain,reviewed,Use with discernment,"Bible study help for background, doctrine, textual issues, and teaching preparation."
A Harmony of the Gospels for Students of the Life of Christ: Based on the Broadus Harmony in the Revised Version,"Robertson, A. T. and Broadus, John Albert",https://www.gutenberg.org/ebooks/36264,Missions,Missions,verified public domain,reviewed,Historical value;Use with discernment,"Missions, evangelism, or missionary biography for prayer burden and teaching examples."
To My Younger Brethren: Chapters on Pastoral Life and Work,"Moule, H. C. G. (Handley Carr Glyn)",https://www.gutenberg.org/ebooks/23113,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The Assembly of God. Miscellaneous Writings of C. H. Mackintosh, vol. III","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/37274,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"Elijah the Tishbite. Miscellaneous Writings of C. H. Mackintosh, vol. V","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/40515,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The Lord's Coming. Miscellaneous Writings of C. H. Mackintosh, vol. II","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/40556,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The Great Commission. Miscellaneous Writings of C. H. Mackintosh, vol. IV","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/40575,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The All-Sufficiency of Christ. Miscellaneous Writings of C. H. Mackintosh, vol. I","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/41502,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"Life and Times of David. Miscellaneous Writings of C. H. Mackintosh, vol. VI","Mackintosh, Charles Henry",https://www.gutenberg.org/ebooks/42343,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 01 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/59743,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 02 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/63452,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 03 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/63909,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 04 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/68320,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 05 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/68742,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 06 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/71946,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 07 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73261,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 08 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73353,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 09 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73419,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 10 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73519,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 11 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73617,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 12 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73657,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 13 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73797,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 14 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/73833,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The works of the Rev. John Wesley, Vol. 15 (of 32)","Wesley, John",https://www.gutenberg.org/ebooks/77550,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
Works of John Bunyan — Volume 01,"Bunyan, John and Offor, George",https://www.gutenberg.org/ebooks/6046,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
Works of John Bunyan — Volume 02,"Bunyan, John and Offor, George",https://www.gutenberg.org/ebooks/6047,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
Works of John Bunyan — Complete,"Bunyan, John and Offor, George",https://www.gutenberg.org/ebooks/6049,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
Religious Life of Virginia in the Seventeenth Century: The Faith of Our Fathers,"Brydon, G. MacLaren (George MacLaren)",https://www.gutenberg.org/ebooks/28634,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"Religion and Theology: A Sermon for the Times: Preached in the Parish Church of Crathie, fifth September and in the College Church, St Andrews","Tulloch, John",https://www.gutenberg.org/ebooks/26035,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
The Sermon on the Mount: A Practical Exposition,"Gore, Charles",https://www.gutenberg.org/ebooks/57722,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"Christianity and Greek Philosophy: or, the relation between spontaneous and reflective thought in Greece and the positive teaching of Christ and His A","Cocker, B. F. (Benjamin Franklin)",https://www.gutenberg.org/ebooks/27571,Bible study helps,Bible Study Essentials,verified public domain,reviewed,Use with discernment,"Bible study help for background, doctrine, textual issues, and teaching preparation."
"The Pulpit Of The Reformation, Nos. 1, 2, 3 and 4.","Welch, John and Knox, John",https://www.gutenberg.org/ebooks/28104,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
A voice from the fire,"Wallace, Robert",https://www.gutenberg.org/ebooks/64731,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The Revelation Explained: An Exposition, Text by Text, of the Apocalypse of St. John","Smith, F. G. (Frederick George)",https://www.gutenberg.org/ebooks/13229,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Exposition of the Apostles' Creed,"Dodds, James",https://www.gutenberg.org/ebooks/13652,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Notes on the Apocalypse,"Steele, David",https://www.gutenberg.org/ebooks/14485,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"Commentary on Genesis, Vol. 2: Luther on Sin and the Flood","Luther, Martin and Lenker, John Nicholas",https://www.gutenberg.org/ebooks/27978,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Shepherd Of My Soul,"Callan, Charles J. (Charles Jerome)",https://www.gutenberg.org/ebooks/30579,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
St. Paul's Epistle to the Ephesians: A Practical Exposition,"Gore, Charles",https://www.gutenberg.org/ebooks/32016,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
St. Paul's Epistle to the Romans: A Practical Exposition. Vol. I,"Gore, Charles",https://www.gutenberg.org/ebooks/32673,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
St. Paul's Epistle to the Romans: A Practical Exposition. Vol. II,"Gore, Charles",https://www.gutenberg.org/ebooks/32674,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"An Amicable Controversy with a Jewish Rabbi, on The Messiah's Coming: With an Entirely New Exposition of Zechariah, on the Messiah's Kingdom","Park, John Ranicar",https://www.gutenberg.org/ebooks/34201,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: Judges and Ruth,"Watson, Robert A. (Robert Alexander)",https://www.gutenberg.org/ebooks/39727,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Epistle to the Philippians,"Rainy, Robert",https://www.gutenberg.org/ebooks/39788,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Hart and the Water-Brooks: a practical exposition of the forty-second Psalm.,"Macduff, John R. (John Ross)",https://www.gutenberg.org/ebooks/42360,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
The Expositor's Bible: The Epistle to the Galatians,"Findlay, George G. (George Gillanders)",https://www.gutenberg.org/ebooks/42645,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"The Morning of Spiritual Youth Improved, in the Prospect of Old Age and Its Infirmities: Being a Literal and Spiritual Paraphrase on the Twelfth Chapt","Church, J. (John)",https://www.gutenberg.org/ebooks/58012,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
"The Elder Son Explained, and the Romish Church Exposed","Church, J. (John)",https://www.gutenberg.org/ebooks/58539,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Scripture texts illustrated by general literature,"Jacox, Francis",https://www.gutenberg.org/ebooks/70412,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
The books of Chronicles,"Elmslie, W. A. L. (William Alexander Leslie) and Kirkpatrick, A. F. (Alexander Francis)",https://www.gutenberg.org/ebooks/71811,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
An analyticall exposition of both the Epistles of the Apostle Peter,"Ames, William",https://www.gutenberg.org/ebooks/72645,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
A commentary on Ecclesiastes,"Dale, Thomas Pelham",https://www.gutenberg.org/ebooks/72761,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
A manual of the book of Psalms,"Luther, Martin and Cole, Henry",https://www.gutenberg.org/ebooks/75892,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
A critical and exegetical commentary on Genesis,"Skinner, John",https://www.gutenberg.org/ebooks/77363,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Church work among the Negroes in the South: The Hale Memorial Sermon No. 2,"Strange, Robert",https://www.gutenberg.org/ebooks/27649,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The Unity of the Church Essential to the Conversion of the World: A Sermon, Preached Before the Directors and Friends of the London Missionary Society","Gwyther, James Henry Alexander, -1875",https://www.gutenberg.org/ebooks/58072,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"Intercession: A Sermon Preached by the Rev. B. N. Michelson, B.A.","Michelson, B. N.",https://www.gutenberg.org/ebooks/26328,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The Work Of Christ: Past, Present and Future","Gaebelein, Arno Clemens",https://www.gutenberg.org/ebooks/26643,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The Lord of Glory: Meditations on the person, the work and glory of our Lord Jesus Christ","Gaebelein, Arno Clemens",https://www.gutenberg.org/ebooks/29557,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
Stories of Boys and Girls Who Loved the Saviour: A Token for Children,"Janeway, James and Wesley, John",https://www.gutenberg.org/ebooks/30645,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The Story of John Wesley, Told to Boys and Girls","Kirlew, Marianne",https://www.gutenberg.org/ebooks/32669,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"Hurlbut's Life of Christ For Young and Old: A Complete Life of Christ Written in Simple Language, Based on the Gospel Narrative","Hurlbut, Jesse Lyman and Hole, William",https://www.gutenberg.org/ebooks/40460,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
John Bunyan and the Gipsies,"Simson, James",https://www.gutenberg.org/ebooks/51454,Classics,Classics,verified public domain,reviewed,Devotional classic;Use with discernment,Christian classic for devotional reading and teaching illustrations.
Was John Bunyan a Gipsy?,"Simson, James",https://www.gutenberg.org/ebooks/51456,Classics,Classics,verified public domain,reviewed,Devotional classic;Use with discernment,Christian classic for devotional reading and teaching illustrations.
Thoughts upon slavery,"Wesley, John",https://www.gutenberg.org/ebooks/68144,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
"The life and times of the Rev. John Wesley, M.A., founder of the Methodists. Vol. 3 (of 3)","Tyerman, L. (Luke)",https://www.gutenberg.org/ebooks/76882,Christian Living,Bible Doctrine,verified public domain,reviewed,Use with discernment,Christian living and theology resource for careful study and practical application.
Understanding the Scriptures,"McConnell, Francis John",https://www.gutenberg.org/ebooks/9492,Bible study helps,Bible Study Essentials,verified public domain,reviewed,Use with discernment,"Bible study help for background, doctrine, textual issues, and teaching preparation."
"Aunt Harding's Keepsakes: Or, The Two Bibles",Anonymous,https://www.gutenberg.org/ebooks/11148,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
The Right and Wrong Uses of the Bible,"Newton, Richard Heber",https://www.gutenberg.org/ebooks/12282,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"A Coal From The Altar, To Kindle The Holy Fire of Zeale: In a Sermon Preached at a Generall Visitation at Ipswich","Ward, Samuel",https://www.gutenberg.org/ebooks/16423,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
Companion to the Bible,"Barrows, E. P. (Elijah Porter)",https://www.gutenberg.org/ebooks/17265,Dictionaries,Bible Dictionaries,verified public domain,reviewed,Use with discernment,"Reference work for Bible words, places, names, or historical background."
The Angels' Song,"Guthrie, Thomas",https://www.gutenberg.org/ebooks/21024,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
The Epistles of St. Peter and St. Jude Preached and Explained,"Luther, Martin and Gillett, E. H. (Ezra Hall)",https://www.gutenberg.org/ebooks/29678,Commentaries,Commentary,verified public domain,reviewed,Use with discernment,Public-domain commentary or exposition for secondary study after reading Scripture.
Chapters of Bible Study: A Popular Introduction to the Study of the Sacred Scriptures,"Heuser, Herman J. (Herman Joseph)",https://www.gutenberg.org/ebooks/35682,Bible study helps,Bible Study Essentials,verified public domain,reviewed,Use with discernment,"Bible study help for background, doctrine, textual issues, and teaching preparation."
The Lay-Man's Sermon upon the Late Storm: Held forth at an Honest Coffee-House-Conventicle,"Defoe, Daniel",https://www.gutenberg.org/ebooks/36694,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
A sermon preach'd before the Right Honourable the Lord-Mayor : the aldermen and citizens of London: at the Cathedral-Church of St. Paul on Monday the ,"Snape, Andrew",https://www.gutenberg.org/ebooks/48370,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"Consecrated Womanhood: A Sermon Preached in the First Congregational Church, Portland, Oregon","Marvin, Frederic Rowland and Cobbe, Frances Power",https://www.gutenberg.org/ebooks/49427,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"A Sermon Preached in York Minister, on St. Bartholomew's Day, Friday, August 24, 1877: on the Occasion of the Consecration of the Right Rev. Rowley Hi","Hoare, Edward",https://www.gutenberg.org/ebooks/52421,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"Substance of a Sermon on the Bible Society: preached at Beccles, October 29th, and at St. Mary's Church Bungay, on Friday, Dec. 1st, 1815","Cunningham, Francis",https://www.gutenberg.org/ebooks/52426,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
Baptism According to Scripture,"Hoare, E. H. (Edward Hatch)",https://www.gutenberg.org/ebooks/52441,Bible study helps,Bible Study Essentials,verified public domain,reviewed,Use with discernment,"Bible study help for background, doctrine, textual issues, and teaching preparation."
Episcopal Fidelity,"Bayley, Emilius, Sir",https://www.gutenberg.org/ebooks/52464,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
