title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
The pulpit commentary (cu31924101104895),"Spence-Jones, H. D. M. (Henry Donald Maurice), 1836-1917",https://archive.org/download/cu31924101104895/cu31924101104895_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.
The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet32newy),Various,https://archive.org/download/preacherscomplet32newy/preacherscomplet32newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.
The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet22newy),Various,https://archive.org/download/preacherscomplet22newy/preacherscomplet22newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.
The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet02newy),Various,https://archive.org/download/preacherscomplet02newy/preacherscomplet02newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.
"Christian baptism (illustrated) [microform] : its proper subjects and proper act, with a brief history of Baptist principles and practices, from the planting of the Apostolic Church to the present time; also a biographical sketch of the life and labors of Rev. Charles Haddon Spurgeon, Pastor of the Metropolitan Tabernacle, London, England","Carey, T. H",https://archive.org/download/cihm_00478/cihm_00478_djvu.txt,Baptist History,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
Charles H. Spurgeon,"Wayland, H. L. (Heman Lincoln), 1830-1898; American Baptist Publication Society",https://archive.org/download/charleshspurgeon01wayl_0/charleshspurgeon01wayl_0_djvu.txt,Baptist History,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
A history of American Baptist missions,"Merriam, Edmund Franklin, 1847-1930",https://archive.org/download/historyofamerica1900merr/historyofamerica1900merr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
A short history of Baptist missions [microform],"Vedder, Henry C. (Henry Clay), 1853-1935",https://archive.org/download/MN41448ucmf_5/MN41448ucmf_5_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
notes on philippians,h. a. ironside,https://archive.org/download/notesonphilippia0000hair_j9a5/notesonphilippia0000hair_j9a5_djvu.txt,Preaching & Teaching,Ironside Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
THE PROPHET JOEL,A. C. GAEBELEIN,https://archive.org/download/bwb_S0-ATJ-742/bwb_S0-ATJ-742_djvu.txt,Preaching & Teaching,Gaebelein Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation."
The Bible word-book : a glossary of archaic words and phrases in the authorized version of the Bible and the Book of Common Prayer,"Wright, William Aldis, 1831-1914",https://archive.org/download/biblewordbookglo00wrig/biblewordbookglo00wrig_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain English Bible history or textual study resource. Use with discernment and document source context.
Annotations Upon The Holy Bible Vol. 1,"Pool, Matthew",https://archive.org/download/in.ernet.dli.2015.96153/2015.96153.Annotations-Upon-The-Holy-Bible--Vol-1_djvu.txt,Commentaries,Matthew Poole Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.
