title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
Preacher's Complete Homiletical Commentary - Archive Volume 13,Preacher's Complete Homiletical Commentary Editors,https://archive.org/download/preacherscomplet23newy/preacherscomplet23newy_djvu.txt,Preaching & Teaching,Preacher's Complete Homiletical Commentary,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Preacher's Complete Homiletical Commentary archive volume 13; useful for lesson outlines, applications, and sermon preparation. OCR should be spot-checked before quotation."
Preacher's Complete Homiletical Commentary - Archive Volume 14,Preacher's Complete Homiletical Commentary Editors,https://archive.org/download/preacherscomplet25newy/preacherscomplet25newy_djvu.txt,Preaching & Teaching,Preacher's Complete Homiletical Commentary,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Preacher's Complete Homiletical Commentary archive volume 14; useful for lesson outlines, applications, and sermon preparation. OCR should be spot-checked before quotation."
The Biblical Illustrator - Archive Volume 17,Joseph S. Exell and T. F. Peachey,https://archive.org/download/biblicalillustra02exel/biblicalillustra02exel_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Biblical Illustrator archive volume 17; use for verse-level sermon illustrations, homiletical notes, and teaching preparation after Scripture study. OCR should be spot-checked before quotation."
The Biblical Illustrator - Archive Volume 18,Joseph S. Exell and T. F. Peachey,https://archive.org/download/biblicalillustra461exel/biblicalillustra461exel_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Biblical Illustrator archive volume 18; use for verse-level sermon illustrations, homiletical notes, and teaching preparation after Scripture study. OCR should be spot-checked before quotation."
The Biblical Illustrator - Archive Volume 19,Joseph S. Exell and T. F. Peachey,https://archive.org/download/biblicalillustra442exel/biblicalillustra442exel_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Biblical Illustrator archive volume 19; use for verse-level sermon illustrations, homiletical notes, and teaching preparation after Scripture study. OCR should be spot-checked before quotation."
The Biblical Illustrator - Archive Volume 20,Joseph S. Exell and T. F. Peachey,https://archive.org/download/biblicalillustra452exel/biblicalillustra452exel_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Biblical Illustrator archive volume 20; use for verse-level sermon illustrations, homiletical notes, and teaching preparation after Scripture study. OCR should be spot-checked before quotation."
Scofield Reference Bible Notes and Helps,C. I. Scofield and editors,https://archive.org/download/scofieldreferenc0000revc/scofieldreferenc0000revc_djvu.txt,Commentaries,Scofield Reference Bible,verified public domain,reviewed,Use with discernment; dispensational study notes; OCR spot-check needed,"Public-domain study Bible notes and helps for cross references, outlines, dispensational study, and teaching preparation. OCR should be spot-checked before quotation."
The Bible Student's Guide to Hebrew Words in the Authorized Version,William Wilson,https://archive.org/download/biblestudentsgu00wilsgoog/biblestudentsgu00wilsgoog_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical word-study reference,Public-domain Authorized Version word-study reference for comparing English words with Hebrew originals. Use for study support and spot-check OCR before quotation.
A Guide to the Textual Criticism of the New Testament,Edward Miller,https://archive.org/download/guidetotextualcr00mill/guidetotextualcr00mill_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment; textual criticism; OCR spot-check needed,Public-domain textual criticism guide for English Bible history and KJV study context. Use with discernment and spot-check OCR before quotation.
History of Baptist Indian Missions,Isaac McCoy,https://archive.org/download/baptistindianmiss00mccorich/baptistindianmiss00mccorich_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment; missions history; OCR spot-check needed,"Public-domain Baptist missions history for missionary biography, church history, and teaching context. Spot-check OCR before quotation."
The Lone Star: History of the Telugu Mission,David Downie,https://archive.org/download/lonestarhistoryo00down/lonestarhistoryo00down_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment; missions history; OCR spot-check needed,"Public-domain Baptist missions history for missions study, biography, and teaching context. Spot-check OCR before quotation."
The Baptist Catechism Commonly Called Keach's Catechism,Benjamin Keach,https://archive.org/download/MN40248ucmf_4/MN40248ucmf_4_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Historical Baptist resource; use with doctrinal context; OCR spot-check needed,Public-domain historical Baptist catechism for Baptist history and doctrine comparison. Use with the app doctrinal basis and spot-check OCR before quotation.
History of the Swedish Baptists in Sweden and America,Gustavus Wilhelm Schroeder,https://archive.org/download/historyofswedish00schr/historyofswedish00schr_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment; Baptist history; OCR spot-check needed,"Public-domain Baptist history resource for missions, immigration, and church history study. Spot-check OCR before quotation."
The Authorized Edition of the English Bible: Reprints and Modern Representatives,F. H. A. Scrivener,https://archive.org/download/authorizededitio00scri/authorizededitio00scri_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment; English Bible history; OCR spot-check needed,Public-domain English Bible history resource on the Authorized Version and its later reprints. Useful for KJV study context; spot-check OCR before quotation.
William Tyndale: Translator of the English Bible,R. Demaus,https://archive.org/download/williamtyndaletr00dall/williamtyndaletr00dall_djvu.txt,Biographies,KJV / English Bible History,verified public domain,reviewed,Use with discernment; English Bible history; OCR spot-check needed,"Public-domain biography for English Bible history, Reformation background, and KJV study context. Spot-check OCR before quotation."
