title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
"Plain Parochial Sermons, preached in the Parish Church of Bolton-le-Moors","Slade, James",https://www.gutenberg.org/ebooks/62223,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The National Preacher, Vol. 2 No. 7 Dec. 1827 Or Original Monthly Sermons from Living Ministers, Sermons XXVI. and XXVII.","Dickinson, Austin; Baldwin, Elihu W. (Elihu Whittlesey); Leland, Aaron W. (Aaron Whitney)",https://www.gutenberg.org/ebooks/13824,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"A Sermon Preached on the Anniversary of the Boston Female Asylum for Destitute Orphans, September 25, 1835","Wainwright, Jonathan Mayhew",https://www.gutenberg.org/ebooks/24404,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Historical value,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The Sin and Danger of Self-Love Described by a Sermon Preached At Plymouth, in New-England, 1621","Cushman, Robert",https://www.gutenberg.org/ebooks/44071,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Historical value,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"Plain Sermons, Preached at Archbishop Tenison's Chapel, Regent Street","Cowan, James Galloway",https://www.gutenberg.org/ebooks/64743,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"A Sermon Preached at the Quaker's Meeting House, in Gracechurch-Street, London, Eighth Month 12th, 1694.","Penn, William",https://www.gutenberg.org/ebooks/20534,Missions,Missions Biographies,verified public domain,reviewed,Use with discernment;Historical value,"Missions biography and history for examples, burden, and prayer."
"National Apostasy Considered in a Sermon Preached in St. Mary's Church, Oxford Before His Majesty's Judges of Assize on Sunday July 14th 1833","Keble, John",https://www.gutenberg.org/ebooks/49112,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Use with discernment;Historical value,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The National Preacher, Vol. 2. No. 6., Nov. 1827 Or Original Monthly Sermons from Living Ministers","Dickinson, Austin; Patton, William",https://www.gutenberg.org/ebooks/18329,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The life of the departed : A sermon occasioned by the death of the Rev. Joseph Crandal, of Salsbury, preached in the Baptist chapel, Germain Street, city of St. John","Bill, I. E. (Ingraham E.)",https://www.gutenberg.org/ebooks/72261,Baptist History,Baptist History,verified public domain,reviewed,Historical value,Baptist or church-history resource for historical background and discernment.
"The Thirteen Names of the First Patriarchs, Considered as Figurative of the Progressive Influence of the Spirit. Being the Substance of Two Sermons, Preached on Wednesday March 24, and April 3, 1811, at the Obelisk Chapel","Church, J. (John)",https://www.gutenberg.org/ebooks/58554,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,Historical value,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"A Sermon preached at St. George's Church, Bolton, on Sunday, 7th January, 1838 occasioned by the death of the Rev. William Thistlewaite","Slade, James",https://www.gutenberg.org/ebooks/67032,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The World's Great Sermons, Volume 10: Drummond to Jowett, and General Index","Kleiser, Grenville",https://www.gutenberg.org/ebooks/11760,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
"The Bible object book : A book of object lessons which are different, written in plain English and in common words","Woolston, C. H. (Clarence Herbert); Rodeheaver, Homer A. (Homer Alvan)",https://www.gutenberg.org/ebooks/71416,Commentaries,Commentary,verified public domain,reviewed,,Public-domain commentary or exposition for secondary study after reading Scripture.
Training the Teacher,"Schauffler, A. F. (Adolphus Frederick); Brumbaugh, Martin Grove; Lamoreaux, Antoinette Abernethy; Lawrance, Marion",https://www.gutenberg.org/ebooks/31791,Preaching & Teaching,Preaching & Teaching,verified public domain,reviewed,,"Preaching and teaching help for illustrations, exposition, and lesson preparation."
A Treatise on Good Works,"Luther, Martin; Reu, Johann Michael",https://www.gutenberg.org/ebooks/418,Christian Living,Christian Living,verified public domain,reviewed,Use with discernment;Historical value,Christian living resource for devotional reading and practical application.
Institutes of the Christian Religion (Vol. 2 of 2),"Calvin, Jean; Allen, John",https://www.gutenberg.org/ebooks/64392,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
An Apology for the True Christian Divinity Being an explanation and vindication of the principles and doctrines of the people called Quakers,"Barclay, Robert",https://www.gutenberg.org/ebooks/56487,Missions,Missions Biographies,verified public domain,reviewed,Use with discernment;Historical value,"Missions biography and history for examples, burden, and prayer."
Curiosities of Christian History Prior to the Reformation,"Paterson, James",https://www.gutenberg.org/ebooks/39966,Baptist History,Baptist History,verified public domain,reviewed,Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
"The Works of John Knox, Volume 1 (of 6)","Knox, John; Laing, David",https://www.gutenberg.org/ebooks/21938,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
"Letters of John Calvin, Volume I Compiled from the Original Manuscripts and Edited with Historical Notes","Calvin, Jean; Bonnet, Jules",https://www.gutenberg.org/ebooks/45423,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
The History of the Reformation of Religion in Scotland With Which Are Included Knox's Confession and The Book of Discipline,"Knox, John; Lennox, Cuthbert",https://www.gutenberg.org/ebooks/48250,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
"Letters of John Calvin, Volume II Compiled from the Original Manuscripts and Edited with Historical Notes","Calvin, Jean; Bonnet, Jules",https://www.gutenberg.org/ebooks/45463,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
The Eve of the Reformation Studies in the Religious Life and Thought of the English people in the Period Preceding the Rejection of the Roman jurisdiction by Henry VIII,"Gasquet, Francis Aidan",https://www.gutenberg.org/ebooks/50328,Baptist History,Baptist History,verified public domain,reviewed,Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
"The Works of John Knox, Volume 2 (of 6)","Knox, John; Laing, David",https://www.gutenberg.org/ebooks/40886,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;Historical value,Church history and Baptist-history-adjacent resource for historical background and discernment.
"The American Missionary — Volume 32, No. 02, February, 1878",Various,https://www.gutenberg.org/ebooks/53065,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 05, May, 1879",Various,https://www.gutenberg.org/ebooks/53966,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 2, February, 1881",Various,https://www.gutenberg.org/ebooks/55273,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 02, February, 1879",Various,https://www.gutenberg.org/ebooks/47829,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 7, July, 1882",Various,https://www.gutenberg.org/ebooks/58038,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
Ports of Entry: Missionary Herald,Home Missions Council (U.S.); Council of Women for Home Missions,https://www.gutenberg.org/ebooks/55955,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
Ten years in Burma,"Smith, Julius",https://www.gutenberg.org/ebooks/72797,Missions,Missions Biographies,verified public domain,reviewed,Use with discernment;Historical value,"Missions biography and history for examples, burden, and prayer."
Fruits of Toil in the London Missionary Society,London Missionary Society,https://www.gutenberg.org/ebooks/17115,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
The Moravians in Labrador,Anonymous,https://www.gutenberg.org/ebooks/18391,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
Dangers on the Ice Off the Coast of Labrador With Some Interesting Particulars Respecting the Natives of that Country,Anonymous,https://www.gutenberg.org/ebooks/14014,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
Under Many Flags,"Cronk, Katharine Scherer; Singmaster, Elsie",https://www.gutenberg.org/ebooks/55701,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 12, December, 1878",Various,https://www.gutenberg.org/ebooks/54792,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 11, November, 1878",Various,https://www.gutenberg.org/ebooks/53547,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 04, April 1878",Various,https://www.gutenberg.org/ebooks/53078,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 10, October, 1878",Various,https://www.gutenberg.org/ebooks/53377,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 01, January, 1878",Various,https://www.gutenberg.org/ebooks/53058,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 08, August, 1878",Various,https://www.gutenberg.org/ebooks/53340,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 07, July 1878",Various,https://www.gutenberg.org/ebooks/53242,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 05, May, 1878",Various,https://www.gutenberg.org/ebooks/53188,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 09, September, 1878",Various,https://www.gutenberg.org/ebooks/53376,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 32, No. 06, June, 1878",Various,https://www.gutenberg.org/ebooks/53227,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 09, September, 1879",Various,https://www.gutenberg.org/ebooks/54429,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 11, November, 1879",Various,https://www.gutenberg.org/ebooks/55156,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 07, July, 1879",Various,https://www.gutenberg.org/ebooks/54234,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 12, December 1879",Various,https://www.gutenberg.org/ebooks/54131,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 06, June, 1879",Various,https://www.gutenberg.org/ebooks/54119,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 04, April 1879",Various,https://www.gutenberg.org/ebooks/53572,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 10, October, 1879",Various,https://www.gutenberg.org/ebooks/54589,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 08, August, 1879",Various,https://www.gutenberg.org/ebooks/54293,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 33, No. 01, January 1879",Various,https://www.gutenberg.org/ebooks/53618,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 10, October, 1880",Various,https://www.gutenberg.org/ebooks/55069,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"American Missionary, Vol. XXXIV., No. 5, May 1880",Various,https://www.gutenberg.org/ebooks/54981,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 7, July, 1880",Various,https://www.gutenberg.org/ebooks/55224,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 04, April, 1880",Various,https://www.gutenberg.org/ebooks/54688,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 8, August, 1880",Various,https://www.gutenberg.org/ebooks/55433,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 06, June, 1880",Various,https://www.gutenberg.org/ebooks/54689,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 02, February, 1880",Various,https://www.gutenberg.org/ebooks/54636,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 1, January, 1880",Various,https://www.gutenberg.org/ebooks/55094,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 09, September, 1880",Various,https://www.gutenberg.org/ebooks/54850,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 34, No. 3, March, 1880",Various,https://www.gutenberg.org/ebooks/55384,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 3, March 1881",Various,https://www.gutenberg.org/ebooks/55385,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 7, July, 1881",Various,https://www.gutenberg.org/ebooks/55612,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 9, September, 1881",Various,https://www.gutenberg.org/ebooks/56102,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 10, October, 1881",Various,https://www.gutenberg.org/ebooks/56587,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 6, June, 1881",Various,https://www.gutenberg.org/ebooks/55551,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 4, April, 1881",Various,https://www.gutenberg.org/ebooks/55365,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 1, January, 1881",Various,https://www.gutenberg.org/ebooks/55095,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 11, November, 1881",Various,https://www.gutenberg.org/ebooks/56150,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 12, December, 1881",Various,https://www.gutenberg.org/ebooks/56341,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 8, August, 1881",Various,https://www.gutenberg.org/ebooks/55613,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 35, No. 5, May, 1881",Various,https://www.gutenberg.org/ebooks/55486,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 5, May, 1882",Various,https://www.gutenberg.org/ebooks/57859,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 12, December, 1882",Various,https://www.gutenberg.org/ebooks/58128,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 3, March, 1882",Various,https://www.gutenberg.org/ebooks/57510,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 1, January, 1882",Various,https://www.gutenberg.org/ebooks/57445,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 4, April, 1882",Various,https://www.gutenberg.org/ebooks/57591,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 8, August 1882",Various,https://www.gutenberg.org/ebooks/58050,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 2, February, 1882",Various,https://www.gutenberg.org/ebooks/57446,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 6, June, 1882",Various,https://www.gutenberg.org/ebooks/57974,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 9, September, 1882",Various,https://www.gutenberg.org/ebooks/58051,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 10, October, 1882",Various,https://www.gutenberg.org/ebooks/58126,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 36, No. 11, November, 1882",Various,https://www.gutenberg.org/ebooks/58127,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 5, May, 1883",Various,https://www.gutenberg.org/ebooks/60775,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 12, December, 1883",Various,https://www.gutenberg.org/ebooks/63146,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 1, January, 1883",Various,https://www.gutenberg.org/ebooks/60298,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 4, April, 1883",Various,https://www.gutenberg.org/ebooks/60697,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 2, February, 1883",Various,https://www.gutenberg.org/ebooks/60314,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 3, March, 1883",Various,https://www.gutenberg.org/ebooks/60476,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 9, September, 1883",Various,https://www.gutenberg.org/ebooks/61820,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 6, June 1883",Various,https://www.gutenberg.org/ebooks/61012,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 10, October, 1883",Various,https://www.gutenberg.org/ebooks/61846,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 7, July, 1883",Various,https://www.gutenberg.org/ebooks/61015,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 8, August, 1883",Various,https://www.gutenberg.org/ebooks/61019,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 37, No. 11, November, 1883",Various,https://www.gutenberg.org/ebooks/61866,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 39, No. 11, November, 1885",Various,https://www.gutenberg.org/ebooks/43870,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 03, March, 1887",Various,https://www.gutenberg.org/ebooks/48435,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 12, December, 1887",Various,https://www.gutenberg.org/ebooks/57300,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 9, September, 1887",Various,https://www.gutenberg.org/ebooks/57108,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 11, November, 1887",Various,https://www.gutenberg.org/ebooks/57228,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 2, February, 1887",Various,https://www.gutenberg.org/ebooks/56910,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 5, May, 1887",Various,https://www.gutenberg.org/ebooks/56953,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 6, June, 1887",Various,https://www.gutenberg.org/ebooks/57013,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 7, July, 1887",Various,https://www.gutenberg.org/ebooks/57014,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 8, August, 1887",Various,https://www.gutenberg.org/ebooks/57107,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
"The American Missionary — Volume 41, No. 4, April, 1887",Various,https://www.gutenberg.org/ebooks/57994,Missions,Missions Biographies,verified public domain,reviewed,Historical value,"Missions biography and history for examples, burden, and prayer."
