title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
The Biblical Illustrator - Archive Volume 11,Joseph S. Exell and T. F. Peachey,https://archive.org/download/biblicalillustra421exel/biblicalillustra421exel_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Biblical Illustrator archive volume 11; use for verse-level sermon illustrations, homiletical notes, and teaching preparation after Scripture study. OCR should be spot-checked before quotation."
The Biblical Illustrator - Archive Volume 12,Joseph S. Exell and T. F. Peachey,https://archive.org/download/biblicalillustra20exel/biblicalillustra20exel_djvu.txt,Commentaries,Biblical Illustrator,verified public domain,reviewed,Use with discernment; OCR spot-check needed; historical homiletical commentary,"Public-domain Biblical Illustrator archive volume 12; use for verse-level sermon illustrations, homiletical notes, and teaching preparation after Scripture study. OCR should be spot-checked before quotation."
"How to master the English Bible : an experience, a method, a result, an illustration","Gray, James M. (James Martin), 1851-1935",https://archive.org/download/howtomasterengli01gray/howtomasterengli01gray_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain English Bible history or textual study resource. Use with discernment and document source context.
The traditional text of the Holy Gospels vindicated and established,"Burgon, John William, 1813-1888; Miller, Edward, 1825-1901",https://archive.org/download/traditionaltexto00burgrich/traditionaltexto00burgrich_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain English Bible history or textual study resource. Use with discernment and document source context.
The authorized edition of the English Bible (1611),"Scrivener, Frederick Henry Ambrose, 1813-1891",https://archive.org/download/cu31924029268708/cu31924029268708_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain English Bible history or textual study resource. Use with discernment and document source context.
The Bible word-book : a glossary of old English Bible words,"Eastwood, J. (Jonathan), 1824-1864; Wright, William Aldis, 1831-1914, ed",https://archive.org/download/biblewordbookag01wriggoog/biblewordbookag01wriggoog_djvu.txt,KJV / Textual Issues,KJV / English Bible History,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain English Bible history or textual study resource. Use with discernment and document source context.
Charles H. Spurgeon: His Faith and Works,"Wayland, H. L. (Heman Lincoln), 1830-1898; American Baptist Publication Society",https://archive.org/download/charleshspurgeon01wayl/charleshspurgeon01wayl_djvu.txt,Baptist History,Spurgeon Collection,verified public domain,reviewed,Baptist history; use with discernment; OCR spot-check needed,"Baptist history and Spurgeon background for author profiles, preacher study, and historical context. Spot-check OCR before quotation."
Life and Works of Charles H. Spurgeon,"Northrop, Henry Davenport, 1836-1909",https://archive.org/download/lifeworksofrevc00nort/lifeworksofrevc00nort_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment; biography and sermon selections; OCR spot-check needed,"Spurgeon biography and selected writings for preacher formation, illustrations, and author background. Spot-check OCR before quotation."
"Gems of truth and beauty : selected from the sermons and addresses of Talmage, Beecher, Moody, Spurgeon, Guthrie, and Parker","Albertson, Charles Carroll, 1865-1959",https://archive.org/download/gemsoftruthbeaut00albeiala/gemsoftruthbeaut00albeiala_djvu.txt,Preaching & Teaching,Classic Sermon Illustrations,verified public domain,reviewed,Use with discernment; anthology; OCR spot-check needed,"Public-domain sermon and illustration anthology for preaching helps, quote discovery, and historical preaching examples. Review individual selections before quotation."
"History of the Baptist Missionary Society, from 1792 to 1842 : to which is added a sketch of the General Baptist Mission, in two volumes","Cox, F. A. (Francis Augustus), 1783-1853; Peggs, James, 1793-1850",https://archive.org/download/historyofbaptist01coxf/historyofbaptist01coxf_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
"Memoir of Mrs. Ann H. Judson : wife of the Rev. Adoniram Judson, missionary to Burmah, including a history of the American Baptist mission in the Burman empire","Judson, Ann Hasseltine, 1789-1826; Knowles, James D. (James Davis), 1798-1838",https://archive.org/download/memoirofmrsannhj00judsuoft/memoirofmrsannhj00judsuoft_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
Missionary sketches : a concise history of the work of the American Baptist Missionary Union,"Smith, Samuel Francis, 1808-1895; Merriam, Edmund F. (Edmund Franklin), 1847-1930",https://archive.org/download/missionarysketch01smit/missionarysketch01smit_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation."
Topsy-Turvy Land: Arabia Pictured for Children,"Zwemer, Samuel Marinus; Zwemer, Amy E.",https://www.gutenberg.org/ebooks/15658,Missions,Missions,verified public domain,reviewed,Use with discernment,"Project Gutenberg public-domain Christian classic or ministry resource for reading, study, and teaching preparation."
Zigzag Journeys in the Camel Country: Arabia in Picture and Story,"Zwemer, Samuel Marinus; Zwemer, Amy E.",https://www.gutenberg.org/ebooks/56314,Missions,Missions,verified public domain,reviewed,Use with discernment,"Project Gutenberg public-domain Christian classic or ministry resource for reading, study, and teaching preparation."
"Sermons of C. H. Spurgeon of London, Seventh Series",C. H. Spurgeon,https://archive.org/download/sermonsrevchspu00spurgoog/sermonsrevchspu00spurgoog_djvu.txt,Preaching & Teaching,Spurgeon Sermons,verified public domain,reviewed,Use with discernment; Baptist preaching; OCR spot-check needed,"Spurgeon sermon volume for preaching study, sermon illustrations, quotes, and devotional reading. Spot-check OCR before quotation."
