score,title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use,year,archive_identifier,source_group,downloads
120,The pulpit commentary (cu31924101104499),"Spence-Jones, H. D. M. (Henry Donald Maurice), 1836-1917",https://archive.org/download/cu31924101104499/cu31924101104499_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1890,cu31924101104499,Pulpit Commentary,2089
120,The pulpit commentary (cu31924101105025),"Spence-Jones, H. D. M. (Henry Donald Maurice), 1836-1917",https://archive.org/download/cu31924101105025/cu31924101105025_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1890,cu31924101105025,Pulpit Commentary,2063
120,The pulpit commentary (cu31924101104945),"Spence-Jones, H. D. M. (Henry Donald Maurice), 1836-1917",https://archive.org/download/cu31924101104945/cu31924101104945_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1890,cu31924101104945,Pulpit Commentary,1996
120,The pulpit commentary (cu31924101104556),"Spence-Jones, H. D. M. (Henry Donald Maurice), 1836-1917",https://archive.org/download/cu31924101104556/cu31924101104556_djvu.txt,Commentaries,Pulpit Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1890,cu31924101104556,Pulpit Commentary,1963
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet03newy),Various,https://archive.org/download/preacherscomplet03newy/preacherscomplet03newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet03newy,Preacher Homiletical,1578
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet15newy),Various,https://archive.org/download/preacherscomplet15newy/preacherscomplet15newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet15newy,Preacher Homiletical,1556
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet13newy),Various,https://archive.org/download/preacherscomplet13newy/preacherscomplet13newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet13newy,Preacher Homiletical,1548
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet28newy),Various,https://archive.org/download/preacherscomplet28newy/preacherscomplet28newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet28newy,Preacher Homiletical,1512
120,The Preacher's complete homiletical commentary : (on an original plan). (preacherscomplet14newy),Various,https://archive.org/download/preacherscomplet14newy/preacherscomplet14newy_djvu.txt,Commentaries,Preacher's Homiletical Commentary,verified public domain,reviewed,Use with discernment;OCR spot-check,Public-domain commentary or homiletical reference for Bible study and teaching preparation. OCR text should be spot-checked before quotation.,1892,preacherscomplet14newy,Preacher Homiletical,1491
120,"George Grenfell and the Congo; a history and description of the Congo Independent State and adjoining districts of Congoland, together with some account of the native peoples and their languages, the fauna and flora; and similar notes on the Cameroons and the island of Fernando Pô, the whole founded on the diaries and researches of the late Rev. George Grenfell, B.M.S., F.R.G.S.; and on the records of the British Baptist Missionary Society; and on additional information contributed by the author, by the Rev. Lawson Forfeitt, Mr. Emil Torday, and others","Johnston, Harry Hamilton, Sir, 1858-1927; Forfeitt, Lawson; Torday, Emil, 1875-1931",https://archive.org/download/georgegrenfella01tordgoog/georgegrenfella01tordgoog_djvu.txt,Baptist History,Baptist History,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain Baptist/history resource for research, teaching context, and historical study. OCR text should be spot-checked before quotation.",1908,georgegrenfella01tordgoog,Baptist History,2915
135,Sermons of Rev. C.H. Spurgeon ..,"Spurgeon, C. H. (Charles Haddon), 1834-1892",https://archive.org/download/sermonsofrevchsp0007spur/sermonsofrevchsp0007spur_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1892,sermonsofrevchsp0007spur,Spurgeon,581
90,Thomas Spurgeon; a biography by W. Y. Fullerton,"Fullerton, W. Y. (William Young), 1857-1932",https://archive.org/download/thomasspurgeonbi00fullrich/thomasspurgeonbi00fullrich_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1919,thomasspurgeonbi00fullrich,Spurgeon,6704
90,C.H. Spurgeon; a biography,"Fullerton, William Young, 1857-1932",https://archive.org/download/chspurgeonbiogra00full/chspurgeonbiogra00full_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1920,chspurgeonbiogra00full,Spurgeon,3390
90,The wit and wisdom of Rev. Charles H. Spurgeon ; containing selections from his writings and a sketch of his life and work,"Cook, Richard B. (Richard Briscoe), 1838-1916",https://archive.org/download/witwisdomofrevch00cook/witwisdomofrevch00cook_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1892,witwisdomofrevch00cook,Spurgeon,2377
90,"Charles H. Spurgeon, his life and labors","Needham, Geo. C. (George Carter), 1840-1902",https://archive.org/download/charleshspurgeon00need/charleshspurgeon00need_djvu.txt,Preaching & Teaching,Spurgeon Collection,verified public domain,reviewed,Use with discernment;OCR spot-check,"Public-domain preaching, prayer, revival, or teaching resource for sermon preparation and Christian living. OCR text should be spot-checked before quotation.",1892,charleshspurgeon00need,Spurgeon,2334
