title,author,source_url,category,collection,rights_status,doctrinal_status,warning_label,recommended_use
"The Expositor's Bible: The Book of Isaiah, Volume 1","George Adam Smith",https://www.gutenberg.org/ebooks/39767,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Isaiah exposition for Bible study.
"The Expositor's Bible: The Book of Numbers","Robert A. Watson",https://www.gutenberg.org/ebooks/42639,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Numbers exposition for teaching support.
"The Expositor's Bible: The Acts of the Apostles, Vol. 2","George Thomas Stokes",https://www.gutenberg.org/ebooks/42303,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Acts exposition for church-history and missions study.
"The Expositor's Bible: The Epistle to the Ephesians","George G. Findlay",https://www.gutenberg.org/ebooks/39196,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Ephesians exposition for teaching support.
"The Expositor's Bible: The Book of the Twelve Prophets, Vol. 1","George Adam Smith",https://www.gutenberg.org/ebooks/43847,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain minor-prophets exposition.
"Expositor's Bible: The Gospel of Matthew","John Monro Gibson",https://www.gutenberg.org/ebooks/40811,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Matthew exposition for teaching support.
"The Expositor's Bible: The Prophecies of Jeremiah","C. J. Ball",https://www.gutenberg.org/ebooks/42601,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Jeremiah exposition for study support.
"The Expositor's Bible: The Book of Deuteronomy","Andrew Harper",https://www.gutenberg.org/ebooks/49045,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Deuteronomy exposition for Bible survey.
"Expositor's Bible: The Book of Jeremiah, Chapters XXI-LII","W. H. Bennett",https://www.gutenberg.org/ebooks/41893,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Jeremiah exposition; use after KJV reading.
"Expositor's Bible: The Gospel of St Luke","Henry Burton",https://www.gutenberg.org/ebooks/39856,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Luke exposition for teacher preparation.
"The Expositor's Bible: The Book of Leviticus","Samuel H. Kellogg",https://www.gutenberg.org/ebooks/42334,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Leviticus exposition for careful study.
"The Expositor's Bible: The Book of Daniel","F. W. Farrar",https://www.gutenberg.org/ebooks/44103,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Daniel exposition; label interpretive differences clearly.
"The Expositor's Bible: The Psalms, Vol. 3","Alexander Maclaren",https://www.gutenberg.org/ebooks/44027,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Psalms exposition.
"A Brief Commentary on the Apocalypse","Sylvester Bliss",https://www.gutenberg.org/ebooks/26639,Commentaries,Commentary,Verified,Reviewed,Use with discernment;Not all doctrine endorsed,Public-domain Revelation commentary for comparison and review.
"The Gospel of Luke, an Exposition","Charles Rosenbury Erdman",https://www.gutenberg.org/ebooks/26881,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Luke exposition for study support.
"Commentary on the Epistle to the Galatians","Martin Luther",https://www.gutenberg.org/ebooks/1549,Commentaries,Commentary,Verified,Reviewed,Use with discernment;Historical value,Public-domain Galatians commentary for historical comparison.
"Messages from the Epistle to the Hebrews","H. C. G. Moule",https://www.gutenberg.org/ebooks/22237,Commentaries,Commentary,Verified,Reviewed,Use with discernment,Public-domain Hebrews exposition for teacher preparation.
"St. Paul's Epistles to the Colossians and Philemon","J. B. Lightfoot",https://www.gutenberg.org/ebooks/50857,Commentaries,Commentary,Verified,Reviewed,Use with discernment;Historical value,Public-domain scholarly commentary for comparison.
"Commentary on Genesis, Vol. 1: Luther on the Creation","Martin Luther",https://www.gutenberg.org/ebooks/48193,Commentaries,Commentary,Verified,Reviewed,Use with discernment;Historical value,Public-domain Genesis commentary for historical comparison.
"Christology of the Old Testament, Vol. 1","Ernst Wilhelm Hengstenberg",https://www.gutenberg.org/ebooks/30410,Commentaries,Commentary,Verified,Reviewed,Use with discernment;Historical value,Public-domain Old Testament Christology for reviewed study.
"The Preacher's Complete Homiletic Commentary on Proverbs","Rev. W. Harris",https://www.gutenberg.org/ebooks/58767,Commentaries,Preaching & Teaching,Verified,Reviewed,Use with discernment,Public-domain homiletic commentary for preaching and teaching.
"The Preacher's Complete Homiletic Commentary on Isaiah, Volume 1","Robert Aitkin Bertram and Alfred Tucker",https://www.gutenberg.org/ebooks/58062,Commentaries,Preaching & Teaching,Verified,Reviewed,Use with discernment,Public-domain homiletic commentary for sermon preparation.
"The Preacher's Complete Homiletic Commentary on Galatians through Thessalonians","George Barlow",https://www.gutenberg.org/ebooks/62148,Commentaries,Preaching & Teaching,Verified,Reviewed,Use with discernment,Public-domain homiletic commentary for epistle teaching.
"Among the Sioux: A Story of the Twin Cities and the Two Dakotas","R. J. Creswell",https://www.gutenberg.org/ebooks/21208,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missions history and biography.
"On Trail and Rapid by Dog-sled and Canoe","H. A. Cody",https://www.gutenberg.org/ebooks/78770,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography for missions reading.
"Stanley in Africa","James P. Boyd",https://www.gutenberg.org/ebooks/44816,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missions and exploration background.
"Life of John Coleridge Patteson","Charlotte M. Yonge",https://www.gutenberg.org/ebooks/4952,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"Pioneers and Founders","Charlotte M. Yonge",https://www.gutenberg.org/ebooks/19308,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography collection.
"Life and Labors of Elder John Kline, the Martyr Missionary","John Kline",https://www.gutenberg.org/ebooks/16711,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"Samuel Reynolds House of Siam, Pioneer Medical Missionary","George Haws Feltus",https://www.gutenberg.org/ebooks/68647,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain medical missionary biography.
"The White Queen of Okoyong","W. P. Livingstone",https://www.gutenberg.org/ebooks/33214,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain Mary Slessor missionary biography.
"The Book of Missionary Heroes","Basil Mathews",https://www.gutenberg.org/ebooks/16657,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography collection.
"Life and Work in Benares and Kumaon, 1839-1877","James Kennedy",https://www.gutenberg.org/ebooks/24416,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary history in India.
"Eli and Sibyl Jones, Their Life and Work","Rufus M. Jones",https://www.gutenberg.org/ebooks/42164,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"The Black-Bearded Barbarian","Mary Esther Miller MacGregor",https://www.gutenberg.org/ebooks/1759,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain George Leslie Mackay missionary biography.
"Robert Moffat, the Missionary Hero of Kuruman","David J. Deane",https://www.gutenberg.org/ebooks/15379,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"Mary Slessor of Calabar: Pioneer Missionary","W. P. Livingstone",https://www.gutenberg.org/ebooks/8906,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"Calvin Wilson Mateer, Forty-five Years a Missionary in Shantung, China","D. W. Fisher",https://www.gutenberg.org/ebooks/71695,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"Schwartz of Tanjore","Jesse Page",https://www.gutenberg.org/ebooks/73950,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain India missionary biography.
"Missionary Work Among the Ojebway Indians","Edward Francis Wilson",https://www.gutenberg.org/ebooks/6983,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary account.
"By Canoe and Dog Train Among the Cree and Salteaux Indians","Egerton Ryerson Young",https://www.gutenberg.org/ebooks/21244,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary account.
"Life of Henry Martyn, Missionary to India and Persia","Sarah J. Rhea",https://www.gutenberg.org/ebooks/30085,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"On the Indian Trail","Egerton Ryerson Young",https://www.gutenberg.org/ebooks/23270,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary account.
"Ten Years of Missionary Work Among the Indians at Skokomish","Myron Eells",https://www.gutenberg.org/ebooks/56100,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary history.
"Seedtime in Kashmir","William Jackson Elmslie",https://www.gutenberg.org/ebooks/59457,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"Metlakahtla and the North Pacific Mission","Eugene Stock",https://www.gutenberg.org/ebooks/6976,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missions history.
"An Englishwoman's Twenty-five Years in Tropical Africa","George Hawker",https://www.gutenberg.org/ebooks/74425,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography.
"The Life of Rev. David Brainerd","David Brainerd",https://www.gutenberg.org/ebooks/65066,Missions,Missions,Verified,Reviewed,Devotional classic;Historical value,Public-domain missionary diary and biography.
"Lives of the Three Mrs. Judsons","Arabella M. Willson",https://www.gutenberg.org/ebooks/16863,Missions,Missions,Verified,Reviewed,Historical value;Use with discernment,Public-domain missionary biography connected with Adoniram Judson.
"The Bloudy Tenent of Persecution","Roger Williams",https://www.gutenberg.org/ebooks/65739,Baptist History,Baptist History,Verified,Reviewed,Baptist history;Historical value,Public-domain Baptist/religious liberty history.
"The Cyclopedia of the Colored Baptists of Alabama","Charles Octavius Boothe",https://www.gutenberg.org/ebooks/66204,Baptist History,Baptist History,Verified,Reviewed,Baptist history;Historical value,Public-domain Baptist history reference.
"A General History of the Sabbatarian Churches","Tamar Davis",https://www.gutenberg.org/ebooks/66265,Baptist History,Baptist History,Verified,Reviewed,Historical value;Use with discernment,Public-domain church history resource for review.
"A Biblical and Theological Dictionary","Richard Watson",https://www.gutenberg.org/ebooks/53884,Dictionaries,Dictionaries,Verified,Reviewed,Use with discernment,Public-domain Bible dictionary and theological reference.
"A Greek-English Lexicon to the New Testament","William Greenfield",https://www.gutenberg.org/ebooks/40935,Dictionaries,Dictionaries,Verified,Reviewed,Use with discernment,Public-domain New Testament lexicon reference.
"Encyclopaedia Britannica, 11th Edition, Bible to Bisectrix","Various",https://www.gutenberg.org/ebooks/34702,Dictionaries,Dictionaries,Verified,Reviewed,Historical value;Use with discernment,Public-domain reference material with Bible entries.
"The Book of Religions","John Hayward",https://www.gutenberg.org/ebooks/30323,Dictionaries,Dictionaries,Verified,Reviewed,Historical value;Use with discernment,Public-domain historical reference on denominations and religious statistics.
"The Wonders of Prayer","Various",https://www.gutenberg.org/ebooks/11553,Prayer,Prayer,Verified,Reviewed,Devotional classic;Use with discernment,Public-domain record of answers to prayer.
"Quiet Talks on Prayer","S. D. Gordon",https://www.gutenberg.org/ebooks/13196,Prayer,Prayer,Verified,Reviewed,Use with discernment,Public-domain devotional prayer resource.
"Prayers of the Early Church","Various",https://www.gutenberg.org/ebooks/48247,Prayer,Prayer,Verified,Reviewed,Historical value;Use with discernment,Public-domain historical prayer resource.
"Three Prayers and Sermons","Jonathan Swift",https://www.gutenberg.org/ebooks/4738,Prayer,Prayer,Verified,Reviewed,Historical value;Use with discernment,Public-domain prayers and sermons; use for historical comparison.
"Discipline and Other Sermons","Charles Kingsley",https://www.gutenberg.org/ebooks/7042,Preaching & Teaching,Preaching & Teaching,Verified,Reviewed,Use with discernment,Public-domain sermon resource.
"Sermons for the Times","Charles Kingsley",https://www.gutenberg.org/ebooks/11381,Preaching & Teaching,Preaching & Teaching,Verified,Reviewed,Use with discernment,Public-domain sermon resource.
"The World's Great Sermons, Volume 08","Various",https://www.gutenberg.org/ebooks/11693,Preaching & Teaching,Preaching & Teaching,Verified,Reviewed,Historical value;Use with discernment,Public-domain sermon anthology for historical comparison.
"Men of the Bible; Some Lesser-Known Characters","Various",https://www.gutenberg.org/ebooks/13860,Bible study helps,Bible Study,Verified,Reviewed,Use with discernment,Public-domain Bible character studies.
"Sermons on Biblical Characters","Clovis Gillham Chappell",https://www.gutenberg.org/ebooks/20578,Preaching & Teaching,Preaching & Teaching,Verified,Reviewed,Use with discernment,Public-domain sermon resource on Bible characters.
"The Astronomy of the Bible","E. Walter Maunder",https://www.gutenberg.org/ebooks/28536,Bible study helps,Bible Study,Verified,Reviewed,Historical value;Use with discernment,Public-domain background resource for Bible references to astronomy.
"Separation and Service","James Hudson Taylor",https://www.gutenberg.org/ebooks/26384,Christian Living,Christian Living,Verified,Reviewed,Use with discernment,Public-domain devotional Bible study by Hudson Taylor.
"John the Baptist","F. B. Meyer",https://www.gutenberg.org/ebooks/25904,Bible study helps,Bible Study,Verified,Reviewed,Use with discernment,Public-domain Bible biography and devotional exposition.
"The Fundamental Doctrines of the Christian Faith","R. A. Torrey",https://www.gutenberg.org/ebooks/52648,Bible study helps,Bible Study,Verified,Reviewed,Use with discernment,Public-domain doctrine and Bible study resource.
